Gene	TiledRegionStart	TiledRegionStop	GeneStart	GeneStop	Mark	RegionStart	RegionStop
BDNF	-332953	216178	0	52343	H3K4me3	17392	21131
BEX1	-29567	11660	0	1541	-	-	-
BGN	-24615	19442	0	12287	H3K4me3	1513	3412
BGN	-24615	19442	0	12287	H3K4me3	-624	1453
BMP2	-99837	944162	0	9686	-	-	-
BMP4	-179545	676758	0	7079	H3K27me3	1387	3279
BMP4	-179545	676758	0	7079	H3K4me3	617060	617968
BMP6	-118053	154559	0	154012	H3K27me3	-1348	2479
BNIP3	-45746	26449	0	18670	H3K27me3	-33017	-29465
BNIP3	-45746	26449	0	18670	H3K4me3	-25	3580
BNIP3	-45746	26449	0	18670	H3K4me3	-1092	-127
BRCA1	-3738	77814	0	60356	H3K4me3	-2834	-1435
C80913	-78442	141263	0	59540	H3K4me3	178	1865
CALCR	-197882	161406	0	78993	-	-	-
CBX2	-30188	15407	0	8241	H3K4me3	-1479	-78
CBX2	-30188	15407	0	8241	H3K4me3	74	2318
CBX3	-722	73907	0	13088	H3K4me3	27	2328
CBX3	-722	73907	0	13088	H3K4me3	53315	54376
CBX4	-60996	45228	0	5986	H3K4me3	269	2882
CBX4	-60996	45228	0	5986	H3K4me3	-111	217
CBX4	-60996	45228	0	5986	H3K4me3	-5952	-4076
CBX4	-60996	45228	0	5986	H3K4me3	-1091	-269
CBX6	-35493	29624	0	10435	H3K4me3	28819	29504
CBX6	-35493	29624	0	10435	H3K4me3	58	2207
CBX6	-35493	29624	0	10435	H3K4me3	-412	-33
CBX6	-35493	29624	0	10435	H3K4me3	-9899	-8785
CBX7	-63228	24560	0	16839	H3K4me3	4088	5118
CBX7	-63228	24560	0	16839	H3K4me3	-1033	5
CBX8	-39242	9643	0	2477	H3K27me3	-12036	-5024
CBX8	-39242	9643	0	2477	H3K27me3	-19941	-16981
CBX8	-39242	9643	0	2477	H3K27me3	-12036	-5024
CBX8	-39242	9643	0	2477	H3K27me3	-19941	-16981
CBX8	-39242	9643	0	2477	H3K4me3	2466	4027
CBX8	-39242	9643	0	2477	H3K4me3	-298	1275
CBX8	-39242	9643	0	2477	H3K4me3	-1213	-352
CBX8	-39242	9643	0	2477	H3K4me3	-16790	-15125
CBX8	-39242	9643	0	2477	H3K4me3	2466	4027
CBX8	-39242	9643	0	2477	H3K4me3	-298	1275
CBX8	-39242	9643	0	2477	H3K4me3	-1213	-352
CBX8	-39242	9643	0	2477	H3K4me3	-16790	-15125
CCNA2	-1205	89642	0	7076	H3K4me3	18635	20633
CCNA2	-1205	89642	0	7076	H3K4me3	114	2154
CCNB1	-16162	10587	0	7747	H3K4me3	985	3148
CCNB1	-16162	10587	0	7747	H3K4me3	707	915
CCNB1	-16162	10587	0	7747	H3K4me3	-93	628
CCNC	-41767	29109	0	22816	H3K4me3	-859	1053
CCND1	-266463	18788	0	9994	H3K4me3	-964	-107
CCND1	-266463	18788	0	9994	H3K4me3	-3457	-1095
CCND1	-266463	18788	0	9994	H3K4me3	-23	2251
CCND2	-81628	41512	0	25340	H3K27me3	-97	1709
CCND2	-81628	41512	0	25340	H3K27me3	-1677	-470
CCND2	-81628	41512	0	25340	H3K27me3	-4896	-1769
CCND2	-81628	41512	0	25340	H3K4me3	-342	2384
CCND3	-2764	95029	0	94638	H3K4me3	-485	2088
CCND3	-2764	95029	0	94638	H3K4me3	-485	2088
CCND3	-2764	95029	0	94638	H3K4me3	88338	93005
CCNE1	-76326	87948	0	9506	H3K4me3	-42	1108
CCNE1	-76326	87948	0	9506	H3K4me3	-799	-332
CD1D1	-83472	9807	0	3502	H3K4me3	-180	609
CD34	-122039	102992	0	22371	H3K4me3	37433	38644
CD9	-58208	114251	0	34489	H3K4me3	68690	69943
CD9	-58208	114251	0	34489	H3K4me3	-667	3506
CD9	-58208	114251	0	34489	H3K4me3	-667	3506
CDH15	-6101	34947	0	19023	H3K4me3	-45	4431
CDK4	-3431	15292	0	3780	H3K4me3	4048	8167
CDK4	-3431	15292	0	3780	H3K4me3	-806	2157
CDK6	-343254	199521	0	177913	H3K4me3	-3877	-2973
CDK6	-343254	199521	0	177913	H3K4me3	-2896	785
CDKN1A	-50409	41281	0	6947	H3K4me3	-15915	-14761
CDKN1A	-50409	41281	0	6947	H3K4me3	-673	4204
CDKN1B	-32696	8675	0	3641	H3K4me3	-23315	-22505
CDKN1B	-32696	8675	0	3641	H3K4me3	-22419	-20825
CDKN1B	-32696	8675	0	3641	H3K4me3	-3858	-2945
CDKN1B	-32696	8675	0	3641	H3K4me3	-1320	-133
CDKN1B	-32696	8675	0	3641	H3K4me3	-63	2364
CDKN1C	-12759	33954	0	2656	-	-	-
CDKN2A	-11706	76793	0	20146	-	-	-
CDX2	-7735	31402	0	6349	H3K27me3	29794	30775
CDX2	-7735	31402	0	6349	H3K27me3	5153	6308
CDX2	-7735	31402	0	6349	H3K27me3	-636	3585
CEBPB	-27371	242134	0	1503	H3K4me3	-27180	-26464
CEBPB	-27371	242134	0	1503	H3K4me3	-902	-237
CEBPB	-27371	242134	0	1503	H3K4me3	98	998
CEBPB	-27371	242134	0	1503	H3K4me3	1151	4285
CEBPB	-27371	242134	0	1503	H3K4me3	88081	90018
CEBPB	-27371	242134	0	1503	H3K4me3	126980	128510
CFC1	-32586	16683	0	8663	H3K27me3	970	2201
CKAP2	-7041	19417	0	17370	H3K4me3	-437	1713
CLK1	-6909	17540	0	12088	H3K4me3	-344	1744
CLK3	-24636	15697	0	15149	H3K4me3	727	2261
CLK3	-24636	15697	0	15149	H3K4me3	-177	659
CNN1	-13899	13708	0	10349	-	-	-
CNN2	-4270	9015	0	6800	H3K4me3	-4265	-1465
CNN2	-4270	9015	0	6800	H3K4me3	-781	1886
COL3A1	-515470	62685	0	37374	H3K4me3	-781	4706
CREB1	-411415	73676	0	71744	H3K4me3	-410994	-409983
CREB1	-411415	73676	0	71744	H3K4me3	-1776	-45
CREB1	-411415	73676	0	71744	H3K4me3	56	421
CREB1	-411415	73676	0	71744	H3K4me3	715	1822
CS	-10645	25265	0	24647	H3K4me3	-1120	-187
CS	-10645	25265	0	24647	H3K4me3	-95	1500
CSAD	-19219	25607	0	12045	H3K4me3	-14683	-13047
CSAD	-19219	25607	0	12045	H3K4me3	-17294	-15050
CSPG4	-13197	52040	0	33975	H3K4me3	-1176	3545
CTNNAL1	-1738	55583	0	54253	H3K4me3	-179	1252
CTNNB1	-155719	140196	0	27032	H3K4me3	401	3679
CTSF	-12966	6094	0	5783	H3K27me3	-2635	-2120
CTSL	-62247	57596	0	7092	H3K4me3	25464	26661
CTSL	-62247	57596	0	7092	H3K4me3	842	2518
CTSL	-62247	57596	0	7092	H3K4me3	-1123	-117
CTSL	-62247	57596	0	7092	H3K4me3	-54	766
CXCR4	-616480	174961	0	4100	H3K4me3	118985	120329
CXCR4	-616480	174961	0	4100	H3K4me3	-1424	1730
CXCR4	-616480	174961	0	4100	H3K4me3	-240853	-239591
CYR61	-108746	44736	0	3005	H3K4me3	-4304	2857
CYR61	-108746	44736	0	3005	H3K4me3	-108671	-107988
CYR61	-108746	44736	0	3005	H3K4me3	-4304	2857
CYR61	-108746	44736	0	3005	H3K4me3	-108671	-107988
D4WSU53E	-8724	7340	0	3733	H3K4me3	-1188	3173
DAZL	-215818	64877	0	14198	H3K4me3	-177018	-176111
DDAH1	-108746	165651	0	132946	H3K4me3	164918	165315
DDIT3	-2039	32917	0	5476	H3K4me3	-1751	-399
DDIT3	-2039	32917	0	5476	H3K4me3	19203	21870
DDIT3	-2039	32917	0	5476	H3K4me3	-91	2749
DES	-42707	14953	0	7372	H3K4me3	-15451	-14412
DES	-42707	14953	0	7372	H3K4me3	-641	3764
DGKA	-3906	39044	0	23922	H3K4me3	-1476	1300
DMRT1	-71210	104831	0	98004	H3K27me3	-804	1326
DMRT1	-71210	104831	0	98004	H3K27me3	86354	87137
DMRT1	-71210	104831	0	98004	H3K27me3	-5125	-4679
DNAJB6	-59863	58208	0	50538	H3K4me3	-1364	1824
DNMT1	-13085	54283	0	45664	H3K4me3	-481	1945
DNMT3B	-16723	47198	0	38273	H3K4me3	127	845
DPPA2	-15982	89177	0	9239	-	-	-
DPPA3	-16353	71911	0	3847	-	-	-
DPPA5	-9251	21009	0	1098	-	-	-
DYRK1A	-85017	137223	0	80931	H3K4me3	-43526	-42462
DYRK1A	-85017	137223	0	80931	H3K4me3	-41002	-40505
DYRK1A	-85017	137223	0	80931	H3K4me3	-40403	-38699
DYRK1A	-85017	137223	0	80931	H3K4me3	-84414	-83112
E2F1	-17192	19802	0	10213	H3K4me3	459	2205
E2F1	-17192	19802	0	10213	H3K4me3	-1159	-192
E2F2	-27007	34030	0	22320	H3K4me3	-615	303
E2F2	-27007	34030	0	22320	H3K4me3	-615	303
E2F2	-27007	34030	0	22320	H3K4me3	397	3569
E2F3	-150427	130475	0	76291	H3K4me3	1864	3117
E2F3	-150427	130475	0	76291	H3K4me3	-14	1400
E2F3	-150427	130475	0	76291	H3K4me3	-1606	-267
E2F3	-150427	130475	0	76291	H3K4me3	-150352	-149412
E2F4	-1565	7946	0	7707	H3K4me3	-630	-8
E2F4	-1565	7946	0	7707	H3K4me3	95	1759
ECT2	-29168	170622	0	56610	H3K4me3	-38	1492
ECT2	-29168	170622	0	56610	H3K4me3	-1690	-167
EED	-47347	40628	0	27137	H3K4me3	1234	3205
EED	-47347	40628	0	27137	H3K4me3	-163	1059
EGLN3	-183885	134774	0	24866	H3K4me3	3	4814
EIF4A2	-26069	6192	0	6190	H3K4me3	-928	-382
EIF4A2	-26069	6192	0	6190	H3K4me3	-259	2475
EMB	-84748	137247	0	53466	H3K4me3	-463	1207
EMP1	-13140	366864	0	20242	H3K4me3	-658	3127
ENAH	-104770	177648	0	115535	H3K4me3	176619	177445
ENAH	-104770	177648	0	115535	H3K4me3	525	2167
ENAH	-104770	177648	0	115535	H3K4me3	-1215	-406
ENG	-11543	36014	0	35523	-	-	-
ESAM1	-3958	11132	0	10190	-	-	-
ESRRB	-69749	317583	0	160505	H3K27me3	59591	61791
ESRRB	-69749	317583	0	160505	H3K27me3	61956	62260
ESRRB	-69749	317583	0	160505	H3K27me3	199446	200127
ESRRB	-69749	317583	0	160505	H3K27me3	272908	275281
ESRRB	-69749	317583	0	160505	H3K4me3	60694	62092
F8	-2381	234670	0	207311	-	-	-
FBLN2	-38081	151219	0	59776	H3K27me3	141720	148910
FBLN2	-38081	151219	0	59776	H3K4me3	-20408	-19831
FBLN2	-38081	151219	0	59776	H3K4me3	-367	2284
FBXO15	-55162	146343	0	46367	H3K4me3	14883	17537
FER1L3	-11512	342041	0	144541	H3K4me3	-317	2706
FGF2	-27400	56134	0	55947	H3K4me3	-876	-251
FGF2	-27400	56134	0	55947	H3K4me3	11657	12785
FGF4	-18398	35146	0	3857	H3K27me3	-2042	1137
FGF8	-4861	82680	0	6055	H3K27me3	46674	47688
FGF8	-4861	82680	0	6055	H3K27me3	30638	34526
FGF8	-4861	82680	0	6055	H3K27me3	-76	1658
FGFR1	-62840	72888	0	56942	H3K4me3	-53499	-52181
FGFR1	-62840	72888	0	56942	H3K4me3	-304	3286
FGFR2	-124685	277652	0	104357	-	-	-
FHL1	-69894	66166	0	61559	-	-	-
FKBP1A	-31194	30133	0	19192	H3K4me3	-1266	131
FKBP1A	-31194	30133	0	19192	H3K4me3	194	390
FKBP1A	-31194	30133	0	19192	H3K4me3	495	2101
FKBP9	-51768	50328	0	47281	H3K4me3	-36504	-34695
FKBP9	-51768	50328	0	47281	H3K4me3	-34397	-33109
FKBP9	-51768	50328	0	47281	H3K4me3	-1093	-49
FKBP9	-51768	50328	0	47281	H3K4me3	89	784
FLT1	-134640	177492	0	163792	H3K4me3	-147	1513
FN1	-233766	73767	0	67648	H3K4me3	-1563	4877
FOXD3	-4653	59331	0	2372	-	-	-
FOXM1	-172	36772	0	12892	H3K4me3	96	1146
FOXO1	-51365	344387	0	81164	H3K4me3	-1225	-62
FOXO1	-51365	344387	0	81164	H3K4me3	175	693
FOXO1	-51365	344387	0	81164	H3K4me3	852	3849
FOXO1	-51365	344387	0	81164	H3K4me3	132412	133551
FOXO1	-51365	344387	0	81164	H3K4me3	332156	333365
FOXP3	-1278	27410	0	15541	H3K4me3	24626	26164
FUT4	-6078	11389	0	3663	-	-	-
FUT8	-83080	958079	0	236966	H3K4me3	-22553	-21843
FUT8	-83080	958079	0	236966	H3K4me3	-1836	-329
FUT8	-83080	958079	0	236966	H3K4me3	-141	1413
FUT9	-524503	491480	0	190670	H3K4me3	-392	1367
FZD7	-129567	34085	0	4776	H3K27me3	-123286	-122567
FZD7	-129567	34085	0	4776	H3K4me3	-1724	-280
FZD7	-129567	34085	0	4776	H3K4me3	689	4187
FZD7	-129567	34085	0	4776	H3K4me3	-76	581
G6PD2	-41322	793561	0	1541	-	-	-
GAB1	-57270	141020	0	116045	H3K4me3	140155	140815
GAB1	-57270	141020	0	116045	H3K4me3	-134	2452
GAB1	-57270	141020	0	116045	H3K4me3	-612	-187
GADD45B	-11846	18533	0	2113	H3K4me3	-1471	-298
GADD45B	-11846	18533	0	2113	H3K4me3	-237	2983
GAPDH	-2424	3801	0	3731	H3K4me3	-2079	2193
GAS1	-28106	27842	0	2960	H3K4me3	846	1361
GAS1	-28106	27842	0	2960	H3K4me3	-1646	495
GAS1	-28106	27842	0	2960	H3K4me3	1456	3457
GATA2	-93364	23600	0	8361	H3K4me3	-1123	1962
GATA4	-72485	51735	0	46345	H3K4me3	-615	1157
GBX2	-21502	35894	0	3214	H3K27me3	5862	10393
GBX2	-21502	35894	0	3214	H3K27me3	-722	1307
GCAT	-416	11012	0	7434	-	-	-
GDF3	-16353	7627	0	4668	-	-	-
GFPT2	-115046	52565	0	44424	H3K27me3	31687	33443
GFPT2	-115046	52565	0	44424	H3K4me3	-83265	-81683
GFPT2	-115046	52565	0	44424	H3K4me3	-81556	-80421
GJA1	-22240	278575	0	13071	H3K4me3	91290	92453
GJA1	-22240	278575	0	13071	H3K4me3	-354	2378
GJA7	-31655	25607	0	5062	H3K4me3	-15342	-14765
GJA7	-31655	25607	0	5062	H3K4me3	-14038	-12368
GLI2	-361846	368451	0	219558	H3K27me3	-24793	-23231
GLI2	-361846	368451	0	219558	H3K27me3	-24793	-23231
GPI1	-6452	33615	0	28104	H3K4me3	-553	2156
GPI1	-6452	33615	0	28104	H3K4me3	-5100	-3078
H2-AA	-18096	18361	0	5020	H3K27me3	-10056	-8058
H2-AB1	-17332	19511	0	6170	H3K27me3	1244	2199
HDAC1	-5712	26671	0	26542	H3K4me3	22	1021
HDAC1	-5712	26671	0	26542	H3K4me3	-857	-212
HDAC5	-18710	36091	0	34425	H3K4me3	11166	13245
HDAC5	-18710	36091	0	34425	H3K4me3	311	1720
HDAC5	-18710	36091	0	34425	H3K4me3	-648	117
HDAC9	-344688	569043	0	157377	-	-	-
HELLS	-11067	76029	0	37287	H3K4me3	-722	-39
HELLS	-11067	76029	0	37287	H3K4me3	76	1825
HESX1	-29811	38639	0	1964	H3K4me3	-29767	-29143
HEYL	-17349	49355	0	16314	H3K4me3	282	1874
HNRPK	-150791	47654	0	10565	H3K4me3	880	3230
HNRPK	-150791	47654	0	10565	H3K4me3	-2272	808
HRSP12	-133	21298	0	11053	-	-	-
ID1	-48328	17899	0	1136	H3K4me3	-1027	2577
ID1	-48328	17899	0	1136	H3K4me3	2642	3254
ID2	-568240	36371	0	2269	H3K4me3	-1095	1937
ID2	-568240	36371	0	2269	H3K4me3	-2738	-1163
ID2	-568240	36371	0	2269	H3K4me3	-5091	-2954
ID3	-90451	28572	0	1565	H3K4me3	-72	2224
ID3	-90451	28572	0	1565	H3K4me3	-72	2224
ID3	-90451	28572	0	1565	H3K4me3	-72	2224
IFITM3	-5068	40926	0	1154	H3K4me3	-744	2283
IGTP	-9358	36495	0	8035	H3K27me3	30807	33888
IGTP	-9358	36495	0	8035	H3K4me3	-492	-20
IIGP1	-27108	36396	0	2839	-	-	-
IL4	-12659	14421	0	6197	-	-	-
IL6ST	-27499	58686	0	42732	H3K4me3	-1012	-146
IL6ST	-27499	58686	0	42732	H3K4me3	19	1327
INHBB	-48061	368629	0	6783	H3K27me3	1140	2066
INHBB	-48061	368629	0	6783	H3K4me3	1194	2117
IRF6	-22861	20530	0	18924	H3K27me3	10101	11027
ISL1	-543735	155480	0	11407	H3K4me3	-72	1712
ISL1	-543735	155480	0	11407	H3K4me3	-1277	-143
ISL1	-543735	155480	0	11407	H3K4me3	-401339	-400724
ITGA6	-56117	86189	0	69675	H3K4me3	-592	-275
ITGA6	-56117	86189	0	69675	H3K4me3	47	2762
ITGA6	-56117	86189	0	69675	H3K4me3	85310	86074
ITGA6	-56117	86189	0	69675	H3K4me3	85310	86074
ITGB4BP	-2258	8559	0	7088	H3K4me3	-291	1248
JARID2	-450454	191176	0	190078	H3K4me3	-1449	-911
JARID2	-450454	191176	0	190078	H3K4me3	-727	-500
JARID2	-450454	191176	0	190078	H3K4me3	2738	3971
JARID2	-450454	191176	0	190078	H3K4me3	-334	2608
JMJD1A	-75291	50995	0	43528	H3K27me3	-8756	-7336
JMJD1A	-75291	50995	0	43528	H3K4me3	-1146	-523
JMJD1A	-75291	50995	0	43528	H3K4me3	-447	2547
JUN	-222764	73087	0	3132	H3K4me3	-2403	-204
JUN	-222764	73087	0	3132	H3K4me3	-109072	-108360
JUN	-222764	73087	0	3132	H3K4me3	-109953	-109275
JUN	-222764	73087	0	3132	H3K4me3	-118	3551
KDR	-194849	219537	0	45163	H3K27me3	-1071	897
KDR	-194849	219537	0	45163	H3K4me3	-194773	-194379
KIT	-186728	178531	0	81698	H3K27me3	-658	1625
KITL	-256166	127595	0	84588	H3K4me3	-839	956
KLC4	-1104	15708	0	14513	-	-	-
KLF2	-13720	21966	0	2316	H3K4me3	-132	795
KLF4	-1207539	141254	0	5201	H3K4me3	262	3486
KLF4	-1207539	141254	0	5201	H3K4me3	-1779	-356
KLF4	-1207539	141254	0	5201	H3K4me3	-120249	-119037
KLF4	-1207539	141254	0	5201	H3K4me3	-690106	-689384
KLF5	-44198	536827	0	14721	H3K4me3	-1183	-182
KLF5	-44198	536827	0	14721	H3K4me3	-79	422
KLF5	-44198	536827	0	14721	H3K4me3	488	3981
KLF9	-697556	67505	0	25685	H3K4me3	-225204	-224456
KLF9	-697556	67505	0	25685	H3K4me3	-7362	-3834
KLF9	-697556	67505	0	25685	H3K4me3	-1045	251
KLF9	-697556	67505	0	25685	H3K4me3	323	2776
LATS2	-52131	81167	0	56461	H3K4me3	79841	80846
LATS2	-52131	81167	0	56461	H3K4me3	555	2212
LATS2	-52131	81167	0	56461	H3K4me3	-1388	-147
LATS2	-52131	81167	0	56461	H3K4me3	-52115	-51518
LEFTY1	-26951	7479	0	3362	-	-	-
LEPREL2	-757	17412	0	16592	-	-	-
LYPLA1	-22183	49922	0	38842	H3K4me3	-613	-136
LYPLA1	-22183	49922	0	38842	H3K4me3	187	1365
MAFF	-19510	13006	0	11398	H3K4me3	-19305	-18784
MAFF	-19510	13006	0	11398	H3K4me3	-792	1731
MAGED1	-66031	124987	0	6600	H3K4me3	-859	2432
MAP1LC3B	-11677	9000	0	7579	H3K4me3	-5308	-4933
MAP1LC3B	-11677	9000	0	7579	H3K4me3	-4814	-4572
MAP1LC3B	-11677	9000	0	7579	H3K4me3	-25	1618
MATR3	-25251	36399	0	29141	H3K4me3	-9567	-6395
MATR3	-25251	36399	0	29141	H3K4me3	-118	2082
MCAM	-14258	14591	0	8053	H3K4me3	-55	965
MEF2A	-56179	144402	0	139034	H3K4me3	-435	61
MEF2A	-56179	144402	0	139034	H3K4me3	450	4410
MEF2C	-1707038	387619	0	159754	H3K4me3	-217	420
MEF2C	-1707038	387619	0	159754	H3K4me3	19349	20509
MEF2C	-1707038	387619	0	159754	H3K4me3	20694	22920
MEF2C	-1707038	387619	0	159754	H3K4me3	217227	219093
MEF2C	-1707038	387619	0	159754	H3K4me3	225354	227232
MEIS1	-608081	1064835	0	138252	H3K4me3	139563	141189
MEIS1	-608081	1064835	0	138252	H3K4me3	-2578	4907
MEOX2	-603681	133233	0	70982	H3K4me3	-191	1338
MET	-149917	145857	0	80582	H3K4me3	-28402	-25468
MET	-149917	145857	0	80582	H3K4me3	92495	93251
MKI67	-992351	30123	0	26633	H3K27me3	-44599	-41861
MKI67	-992351	30123	0	26633	H3K4me3	93	2273
MKI67	-992351	30123	0	26633	H3K4me3	-859	-225
MKRN1	-182	30006	0	22566	-	-	-
MLL1	-31995	78323	0	77919	H3K4me3	206	2099
MLL1	-31995	78323	0	77919	H3K4me3	-1594	-263
MLL2	-6578	39692	0	37515	H3K4me3	-351	3796
MLL2	-6578	39692	0	37515	H3K4me3	-1937	-431
MLL3	-17284	232865	0	226989	H3K4me3	520	1572
MLL3	-17284	232865	0	226989	H3K4me3	-2	432
MLL3	-17284	232865	0	226989	H3K4me3	-797	-302
MLL3	-17284	232865	0	226989	H3K4me3	-1744	-933
MLL5	1	114754	0	0	H3K4me3	28349	31120
MLL5	1	114754	0	0	H3K4me3	45840	48932
MLL5	1	114754	0	0	H3K4me3	41629	45768
MRAS	-19532	78181	0	48735	H3K4me3	-1661	-32
MRAS	-19532	78181	0	48735	H3K4me3	119	992
MRG1	-10060	286344	0	202043	H3K4me3	208138	209415
MRG1	-10060	286344	0	202043	H3K4me3	806	4202
MRG1	-10060	286344	0	202043	H3K4me3	-3097	604
MRPS31	-12867	51194	0	18057	H3K4me3	-802	1143
MSC	-109021	445767	0	2620	H3K27me3	-448	1023
MSH2	-21430	73264	0	51156	H3K4me3	-548	264
MSH2	-21430	73264	0	51156	H3K4me3	337	803
MTF2	-78709	55905	0	43262	H3K4me3	-78534	-77457
MTF2	-78709	55905	0	43262	H3K4me3	-64705	-64176
MTF2	-78709	55905	0	43262	H3K4me3	-478	1368
MXI1	-55307	68708	0	65304	H3K4me3	-401	140
MXI1	-55307	68708	0	65304	H3K4me3	313	3312
MXI1	-55307	68708	0	65304	H3K4me3	3368	4701
MXI1	-55307	68708	0	65304	H3K4me3	14812	15872
MXI1	-55307	68708	0	65304	H3K4me3	19133	20359
MYBL2	-8500	32396	0	30052	H3K4me3	-28	2081
MYC	-819016	226076	0	5020	H3K4me3	51984	55355
MYC	-819016	226076	0	5020	H3K4me3	-2038	5060
MYCN	-51740	18845	0	5615	H3K4me3	-825	1112
MYF5	-6726	60991	0	3226	H3K4me3	-2915	3202
MYH11	-7881	98797	0	96463	-	-	-
MYH6	-4117	27294	0	24647	-	-	-
MYL2	-71282	7077	0	5875	H3K27me3	-53756	-49669
MYL2	-71282	7077	0	5875	H3K27me3	-39645	-36346
MYL2	-71282	7077	0	5875	H3K27me3	-36271	-33956
MYL2	-71282	7077	0	5875	H3K27me3	-33086	-31563
MYL7	-2041	20565	0	2145	H3K4me3	19722	20461
MYLIP	-122031	117727	0	22198	H3K4me3	-109	3072
MYO1E	-65793	200339	0	192717	H3K4me3	-566	-154
MYO1E	-65793	200339	0	192717	H3K4me3	-86	3466
MYOD1	-66313	21060	0	2613	H3K4me3	-1762	-147
MYOD1	-66313	21060	0	2613	H3K4me3	-42	3536
MYOG	-54582	6766	0	2537	H3K4me3	-38	3202
MYST3	-53908	98491	0	83723	H3K4me3	-53810	-52712
MYST3	-53908	98491	0	83723	H3K4me3	-52642	-50168
MYST3	-53908	98491	0	83723	H3K4me3	511	1674
MYST3	-53908	98491	0	83723	H3K4me3	-1114	-209
MYST4	-51307	176718	0	172279	H3K4me3	-943	-197
MYST4	-51307	176718	0	172279	H3K4me3	-99	724
MYST4	-51307	176718	0	172279	H3K4me3	1333	2432
NANOG	-1086	20233	0	7040	-	-	-
NAP1L1	-178445	25669	0	17525	H3K4me3	-6888	-5991
NAP1L1	-178445	25669	0	17525	H3K4me3	24562	25602
NDN	-798507	28702	0	1651	-	-	-
NES	-17721	16438	0	9358	H3K4me3	-1004	4780
NID1	-44104	152718	0	74573	-	-	-
NIPSNAP1	-24476	21340	0	20197	H3K4me3	-24281	-23949
NKX2-5	-75526	49044	0	2900	H3K27me3	21402	24093
