Gene	TiledRegionStart	TiledRegionStop	GeneStart	GeneStop	Mark	RegionStart	RegionStop
ANKRD1	-259223	15071	0	7879	H3K4me3	-229825	-227859
ANKRD1	-259223	15071	0	7879	H3K4me3	-272	3712
ARIH2	-12718	51780	0	46438	H3K4me3	-782	1224
ASH2L	-1953	31688	0	30800	H3K4me3	5582	8056
ATXN1	-277	418595	0	410083	-	-	-
B2M	-91089	13013	0	5395	H3K4me3	-30462	-29256
B2M	-91089	13013	0	5395	H3K4me3	-29166	-28764
B2M	-91089	13013	0	5395	H3K4me3	-53	1514
BAX	-6665	7012	0	5203	H3K4me3	-284	1792
BDNF	-332953	216178	0	52343	H3K4me3	2147	3394
BDNF	-332953	216178	0	52343	H3K4me3	3642	3924
BDNF	-332953	216178	0	52343	H3K4me3	17657	20894
BDNF	-332953	216178	0	52343	H3K4me3	215632	216117
BEX1	-29567	11660	0	1541	-	-	-
BGN	-24615	19442	0	12287	H3K4me3	1541	2071
BGN	-24615	19442	0	12287	H3K4me3	-14	1462
BMP2	-99837	944162	0	9686	-	-	-
BMP4	-179545	676758	0	7079	-	-	-
BMP6	-118053	154559	0	154012	H3K27me3	-1530	1714
BNIP3	-45746	26449	0	18670	H3K27me3	-32067	-29409
BNIP3	-45746	26449	0	18670	H3K4me3	6	616
BRCA1	-3738	77814	0	60356	H3K4me3	-2850	-1652
C80913	-78442	141263	0	59540	H3K4me3	-98	1011
C80913	-78442	141263	0	59540	H3K4me3	-98	1011
CALCR	-197882	161406	0	78993	-	-	-
CBX2	-30188	15407	0	8241	H3K4me3	-734	1870
CBX3	-722	73907	0	13088	H3K4me3	-561	1679
CBX4	-60996	45228	0	5986	H3K4me3	-303	1429
CBX6	-35493	29624	0	10435	H3K4me3	19	1816
CBX6	-35493	29624	0	10435	H3K4me3	-9341	-8846
CBX7	-63228	24560	0	16839	H3K4me3	-422	361
CBX8	-39242	9643	0	2477	H3K4me3	-68	817
CBX8	-39242	9643	0	2477	H3K4me3	-814	-271
CBX8	-39242	9643	0	2477	H3K4me3	-16236	-15341
CBX8	-39242	9643	0	2477	H3K4me3	-68	817
CBX8	-39242	9643	0	2477	H3K4me3	-814	-271
CBX8	-39242	9643	0	2477	H3K4me3	-16236	-15341
CCNA2	-1205	89642	0	7076	H3K4me3	18610	19865
CCNA2	-1205	89642	0	7076	H3K4me3	-104	1618
CCNB1	-16162	10587	0	7747	H3K4me3	985	1880
CCNB1	-16162	10587	0	7747	H3K4me3	708	913
CCNB1	-16162	10587	0	7747	H3K4me3	61	627
CCNC	-41767	29109	0	22816	H3K4me3	-827	-175
CCNC	-41767	29109	0	22816	H3K4me3	-98	935
CCND1	-266463	18788	0	9994	H3K4me3	-1021	-121
CCND1	-266463	18788	0	9994	H3K4me3	-2276	-1076
CCND1	-266463	18788	0	9994	H3K4me3	-19	2542
CCND2	-81628	41512	0	25340	H3K27me3	-5061	3195
CCND3	-2764	95029	0	94638	H3K4me3	88408	90742
CCNE1	-76326	87948	0	9506	H3K4me3	-39	1048
CCNE1	-76326	87948	0	9506	H3K4me3	-895	-175
CD1D1	-83472	9807	0	3502	-	-	-
CD34	-122039	102992	0	22371	H3K4me3	66	436
CD34	-122039	102992	0	22371	H3K4me3	37348	38528
CD9	-58208	114251	0	34489	H3K4me3	69372	69975
CD9	-58208	114251	0	34489	H3K4me3	1439	2159
CD9	-58208	114251	0	34489	H3K4me3	-300	1375
CD9	-58208	114251	0	34489	H3K4me3	-300	1375
CDH15	-6101	34947	0	19023	H3K4me3	74	927
CDK4	-3431	15292	0	3780	H3K4me3	5655	6749
CDK4	-3431	15292	0	3780	H3K4me3	6851	7569
CDK4	-3431	15292	0	3780	H3K4me3	-900	1529
CDK6	-343254	199521	0	177913	H3K4me3	-3597	598
CDKN1A	-50409	41281	0	6947	H3K4me3	-15876	-14801
CDKN1A	-50409	41281	0	6947	H3K4me3	-47	1558
CDKN1A	-50409	41281	0	6947	H3K4me3	1610	2205
CDKN1B	-32696	8675	0	3641	H3K4me3	-23594	-22060
CDKN1B	-32696	8675	0	3641	H3K4me3	-21993	-21466
CDKN1B	-32696	8675	0	3641	H3K4me3	-842	2377
CDKN1B	-32696	8675	0	3641	H3K4me3	6287	8257
CDKN1C	-12759	33954	0	2656	-	-	-
CDKN2A	-11706	76793	0	20146	H3K4me3	36708	37606
CDX2	-7735	31402	0	6349	H3K27me3	-838	6280
CEBPB	-27371	242134	0	1503	H3K4me3	-27113	-26858
CEBPB	-27371	242134	0	1503	H3K4me3	-220	2955
CEBPB	-27371	242134	0	1503	H3K4me3	88423	89133
CFC1	-32586	16683	0	8663	H3K27me3	1050	1974
CKAP2	-7041	19417	0	17370	H3K4me3	-14	1494
CLK1	-6909	17540	0	12088	H3K4me3	-55	1673
CLK3	-24636	15697	0	15149	H3K4me3	-209	2145
CNN1	-13899	13708	0	10349	-	-	-
CNN2	-4270	9015	0	6800	H3K4me3	-995	1999
COL3A1	-515470	62685	0	37374	H3K4me3	-568	2470
CREB1	-411415	73676	0	71744	H3K4me3	-411096	-410447
CREB1	-411415	73676	0	71744	H3K4me3	-1070	1582
CREB1	-411415	73676	0	71744	H3K4me3	1670	2093
CS	-10645	25265	0	24647	H3K4me3	-711	-208
CS	-10645	25265	0	24647	H3K4me3	-110	1421
CSAD	-19219	25607	0	12045	H3K4me3	-16056	-13531
CSPG4	-13197	52040	0	33975	H3K4me3	-69	1045
CSPG4	-13197	52040	0	33975	H3K4me3	1115	1807
CTNNAL1	-1738	55583	0	54253	H3K4me3	-7	1681
CTNNB1	-155719	140196	0	27032	H3K4me3	8	1883
CTSF	-12966	6094	0	5783	H3K27me3	-4704	-3681
CTSL	-62247	57596	0	7092	H3K4me3	844	1264
CTSL	-62247	57596	0	7092	H3K4me3	-632	-100
CTSL	-62247	57596	0	7092	H3K4me3	-29	760
CXCR4	-616480	174961	0	4100	H3K4me3	-463	1472
CYR61	-108746	44736	0	3005	H3K4me3	-6	2569
CYR61	-108746	44736	0	3005	H3K4me3	-3470	-122
CYR61	-108746	44736	0	3005	H3K4me3	-4003	-3527
CYR61	-108746	44736	0	3005	H3K4me3	-6	2569
CYR61	-108746	44736	0	3005	H3K4me3	-3470	-122
CYR61	-108746	44736	0	3005	H3K4me3	-4003	-3527
D4WSU53E	-8724	7340	0	3733	H3K4me3	-1086	-261
D4WSU53E	-8724	7340	0	3733	H3K4me3	1480	2290
D4WSU53E	-8724	7340	0	3733	H3K4me3	-64	1415
DAZL	-215818	64877	0	14198	-	-	-
DDAH1	-108746	165651	0	132946	H3K4me3	164732	165268
DDIT3	-2039	32917	0	5476	H3K4me3	-1098	-335
DDIT3	-2039	32917	0	5476	H3K4me3	-137	1748
DDIT3	-2039	32917	0	5476	H3K4me3	19762	22011
DES	-42707	14953	0	7372	H3K4me3	12	1060
DGKA	-3906	39044	0	23922	H3K4me3	-626	1269
DMRT1	-71210	104831	0	98004	H3K27me3	-804	1720
DMRT1	-71210	104831	0	98004	H3K27me3	98815	100895
DNAJB6	-59863	58208	0	50538	H3K4me3	-663	-30
DNAJB6	-59863	58208	0	50538	H3K4me3	45	1403
DNMT1	-13085	54283	0	45664	H3K4me3	-11	1204
DNMT3B	-16723	47198	0	38273	H3K4me3	-611	861
DPPA2	-15982	89177	0	9239	-	-	-
DPPA3	-16353	71911	0	3847	H3K27me3	34317	37730
DPPA5	-9251	21009	0	1098	-	-	-
DYRK1A	-85017	137223	0	80931	H3K27me3	130224	130939
DYRK1A	-85017	137223	0	80931	H3K27me3	127525	129863
DYRK1A	-85017	137223	0	80931	H3K4me3	-43049	-42203
DYRK1A	-85017	137223	0	80931	H3K4me3	-41748	-39776
E2F1	-17192	19802	0	10213	H3K4me3	44	1608
E2F1	-17192	19802	0	10213	H3K4me3	-550	-242
E2F2	-27007	34030	0	22320	H3K4me3	-121	1675
E2F2	-27007	34030	0	22320	H3K4me3	-121	1675
E2F3	-150427	130475	0	76291	H3K4me3	-55	3292
E2F3	-150427	130475	0	76291	H3K4me3	-582	-249
E2F3	-150427	130475	0	76291	H3K4me3	-1010	-709
E2F4	-1565	7946	0	7707	H3K4me3	-641	-114
E2F4	-1565	7946	0	7707	H3K4me3	6	1631
ECT2	-29168	170622	0	56610	H3K4me3	-22	1386
EED	-47347	40628	0	27137	H3K4me3	-56	2656
EGLN3	-183885	134774	0	24866	H3K4me3	2016	2927
EGLN3	-183885	134774	0	24866	H3K4me3	-151	1923
EIF4A2	-26069	6192	0	6190	H3K4me3	-847	2913
EMB	-84748	137247	0	53466	H3K4me3	-331	976
EMP1	-13140	366864	0	20242	H3K4me3	-26	2702
ENAH	-104770	177648	0	115535	H3K4me3	176900	177463
ENAH	-104770	177648	0	115535	H3K4me3	-392	1458
ENG	-11543	36014	0	35523	-	-	-
ESAM1	-3958	11132	0	10190	-	-	-
ESRRB	-69749	317583	0	160505	H3K27me3	60153	61893
ESRRB	-69749	317583	0	160505	H3K27me3	178460	181304
ESRRB	-69749	317583	0	160505	H3K27me3	270233	274851
F8	-2381	234670	0	207311	-	-	-
FBLN2	-38081	151219	0	59776	H3K27me3	117973	119811
FBLN2	-38081	151219	0	59776	H3K27me3	132188	138223
FBLN2	-38081	151219	0	59776	H3K27me3	141711	143395
FBLN2	-38081	151219	0	59776	H3K27me3	108102	113711
FBLN2	-38081	151219	0	59776	H3K27me3	143480	151044
FBLN2	-38081	151219	0	59776	H3K4me3	-90	1403
FBXO15	-55162	146343	0	46367	H3K4me3	15247	16510
FBXO15	-55162	146343	0	46367	H3K4me3	16577	17056
FER1L3	-11512	342041	0	144541	H3K4me3	1190	1725
FER1L3	-11512	342041	0	144541	H3K4me3	-281	1104
FER1L3	-11512	342041	0	144541	H3K4me3	-11130	-10665
FGF2	-27400	56134	0	55947	-	-	-
FGF4	-18398	35146	0	3857	H3K27me3	-14171	-12444
FGF4	-18398	35146	0	3857	H3K27me3	-2043	1635
FGF8	-4861	82680	0	6055	H3K27me3	-1298	2120
FGFR1	-62840	72888	0	56942	H3K4me3	-127	2591
FGFR2	-124685	277652	0	104357	H3K27me3	-55149	-52921
FGFR2	-124685	277652	0	104357	H3K27me3	-64311	-63665
FHL1	-69894	66166	0	61559	-	-	-
FKBP1A	-31194	30133	0	19192	H3K4me3	-675	-55
FKBP1A	-31194	30133	0	19192	H3K4me3	30	2101
FKBP9	-51768	50328	0	47281	H3K4me3	-36241	-33516
FKBP9	-51768	50328	0	47281	H3K4me3	-60	1041
FLT1	-134640	177492	0	163792	H3K4me3	-134620	-133959
FLT1	-134640	177492	0	163792	H3K4me3	-446	1359
FN1	-233766	73767	0	67648	H3K4me3	1958	2628
FN1	-233766	73767	0	67648	H3K4me3	-1130	1897
FOXD3	-4653	59331	0	2372	-	-	-
FOXM1	-172	36772	0	12892	-	-	-
FOXO1	-51365	344387	0	81164	H3K4me3	-821	-97
FOXO1	-51365	344387	0	81164	H3K4me3	46	2279
FOXP3	-1278	27410	0	15541	H3K4me3	24600	25611
FUT4	-6078	11389	0	3663	-	-	-
FUT8	-83080	958079	0	236966	H3K4me3	-1031	-311
FUT8	-83080	958079	0	236966	H3K4me3	-259	1123
FUT9	-524503	491480	0	190670	H3K4me3	-88	742
FZD7	-129567	34085	0	4776	H3K4me3	-1104	-249
FZD7	-129567	34085	0	4776	H3K4me3	-63	2367
G6PD2	-41322	793561	0	1541	-	-	-
GAB1	-57270	141020	0	116045	H3K4me3	-538	1664
GADD45B	-11846	18533	0	2113	H3K4me3	-1449	-141
GADD45B	-11846	18533	0	2113	H3K4me3	-83	1430
GADD45B	-11846	18533	0	2113	H3K4me3	2151	3023
GAPDH	-2424	3801	0	3731	H3K4me3	-57	2189
GAPDH	-2424	3801	0	3731	H3K4me3	-1338	-220
GAS1	-28106	27842	0	2960	H3K4me3	-1222	-848
GAS1	-28106	27842	0	2960	H3K4me3	-350	2602
GATA2	-93364	23600	0	8361	H3K4me3	-15	1778
GATA4	-72485	51735	0	46345	H3K4me3	-334	1331
GBX2	-21502	35894	0	3214	H3K27me3	5654	10195
GBX2	-21502	35894	0	3214	H3K27me3	-1336	1362
GCAT	-416	11012	0	7434	H3K4me3	-54	490
GDF3	-16353	7627	0	4668	-	-	-
GFPT2	-115046	52565	0	44424	H3K4me3	-82610	-81426
GFPT2	-115046	52565	0	44424	H3K4me3	-81352	-81011
GJA1	-22240	278575	0	13071	H3K4me3	-14	2328
GJA7	-31655	25607	0	5062	H3K4me3	-15338	-12043
GLI2	-361846	368451	0	219558	H3K27me3	-27864	-24839
GLI2	-361846	368451	0	219558	H3K27me3	-27864	-24839
GPI1	-6452	33615	0	28104	H3K4me3	-40	1097
GPI1	-6452	33615	0	28104	H3K4me3	-3819	-3261
GPI1	-6452	33615	0	28104	H3K4me3	-4551	-3882
H2-AA	-18096	18361	0	5020	-	-	-
H2-AB1	-17332	19511	0	6170	H3K27me3	1319	2208
HDAC1	-5712	26671	0	26542	H3K4me3	30	1062
HDAC1	-5712	26671	0	26542	H3K4me3	-583	-264
HDAC5	-18710	36091	0	34425	H3K4me3	10989	12414
HDAC5	-18710	36091	0	34425	H3K4me3	7	781
HDAC5	-18710	36091	0	34425	H3K4me3	-485	-45
HDAC5	-18710	36091	0	34425	H3K4me3	-15208	-14469
HDAC9	-344688	569043	0	157377	-	-	-
HELLS	-11067	76029	0	37287	H3K4me3	-630	1487
HESX1	-29811	38639	0	1964	-	-	-
HEYL	-17349	49355	0	16314	-	-	-
HNRPK	-150791	47654	0	10565	H3K4me3	9	2113
HNRPK	-150791	47654	0	10565	H3K4me3	-1459	-107
HRSP12	-133	21298	0	11053	H3K4me3	-65	713
ID1	-48328	17899	0	1136	H3K4me3	-8520	-7744
ID1	-48328	17899	0	1136	H3K4me3	-1020	-148
ID1	-48328	17899	0	1136	H3K4me3	-70	2804
ID2	-568240	36371	0	2269	H3K4me3	-59	1941
ID2	-568240	36371	0	2269	H3K4me3	-1105	-209
ID2	-568240	36371	0	2269	H3K4me3	-5066	-3862
ID3	-90451	28572	0	1565	H3K4me3	-30	2621
ID3	-90451	28572	0	1565	H3K4me3	-30	2621
ID3	-90451	28572	0	1565	H3K4me3	-30	2621
IFITM3	-5068	40926	0	1154	H3K4me3	-24	1475
IGTP	-9358	36495	0	8035	H3K4me3	-476	-26
IIGP1	-27108	36396	0	2839	-	-	-
IL4	-12659	14421	0	6197	-	-	-
IL6ST	-27499	58686	0	42732	H3K4me3	-420	1069
INHBB	-48061	368629	0	6783	H3K4me3	131	1022
IRF6	-22861	20530	0	18924	H3K4me3	19585	20359
ISL1	-543735	155480	0	11407	-	-	-
ITGA6	-56117	86189	0	69675	H3K4me3	-593	1346
ITGB4BP	-2258	8559	0	7088	H3K4me3	184	1254
JARID2	-450454	191176	0	190078	H3K4me3	-1125	-421
JARID2	-450454	191176	0	190078	H3K4me3	-146	54
JARID2	-450454	191176	0	190078	H3K4me3	395	2645
JARID2	-450454	191176	0	190078	H3K4me3	2731	3346
JARID2	-450454	191176	0	190078	H3K4me3	138670	138848
JMJD1A	-75291	50995	0	43528	H3K4me3	-400	1039
JUN	-222764	73087	0	3132	H3K4me3	-1832	-442
JUN	-222764	73087	0	3132	H3K4me3	-47409	-46421
JUN	-222764	73087	0	3132	H3K4me3	-109772	-109323
JUN	-222764	73087	0	3132	H3K4me3	-55	3347
KDR	-194849	219537	0	45163	-	-	-
KIT	-186728	178531	0	81698	H3K27me3	21150	21841
KITL	-256166	127595	0	84588	H3K4me3	-429	957
KLC4	-1104	15708	0	14513	H3K4me3	-943	-104
KLF2	-13720	21966	0	2316	H3K4me3	-105	2046
KLF4	-1207539	141254	0	5201	H3K4me3	-103	2517
KLF4	-1207539	141254	0	5201	H3K4me3	-1262	-608
KLF4	-1207539	141254	0	5201	H3K4me3	-119426	-118854
KLF5	-44198	536827	0	14721	H3K4me3	-482	2789
KLF9	-697556	67505	0	25685	H3K4me3	-5875	-5128
KLF9	-697556	67505	0	25685	H3K4me3	-842	1731
LATS2	-52131	81167	0	56461	H3K4me3	-485	1902
LATS2	-52131	81167	0	56461	H3K4me3	-51992	-51551
LEFTY1	-26951	7479	0	3362	-	-	-
LEPREL2	-757	17412	0	16592	-	-	-
LYPLA1	-22183	49922	0	38842	H3K4me3	-479	1384
MAFF	-19510	13006	0	11398	H3K4me3	-678	1211
MAGED1	-66031	124987	0	6600	H3K4me3	-14	1454
MAP1LC3B	-11677	9000	0	7579	H3K4me3	-49	1425
MATR3	-25251	36399	0	29141	H3K4me3	-9187	-4900
MATR3	-25251	36399	0	29141	H3K4me3	-155	1799
MCAM	-14258	14591	0	8053	H3K4me3	27	569
MEF2A	-56179	144402	0	139034	H3K4me3	-937	1291
MEF2C	-1707038	387619	0	159754	H3K4me3	19678	20472
MEIS1	-608081	1064835	0	138252	H3K4me3	140131	141178
MEIS1	-608081	1064835	0	138252	H3K4me3	-1789	4212
MEIS1	-608081	1064835	0	138252	H3K4me3	-2480	-1882
MEOX2	-603681	133233	0	70982	-	-	-
MET	-149917	145857	0	80582	H3K4me3	-28063	-25233
MKI67	-992351	30123	0	26633	H3K27me3	-46137	-41868
MKI67	-992351	30123	0	26633	H3K4me3	-146	2067
MKRN1	-182	30006	0	22566	-	-	-
MLL1	-31995	78323	0	77919	H3K4me3	-28	1845
MLL1	-31995	78323	0	77919	H3K4me3	-1566	-174
MLL2	-6578	39692	0	37515	H3K4me3	-1891	2593
MLL3	-17284	232865	0	226989	H3K4me3	-1643	1374
MLL5	1	114754	0	0	H3K4me3	28554	30220
MLL5	1	114754	0	0	H3K4me3	44828	48547
MLL5	1	114754	0	0	H3K4me3	42457	44737
MRAS	-19532	78181	0	48735	H3K4me3	-852	952
MRG1	-10060	286344	0	202043	H3K4me3	208686	209182
MRG1	-10060	286344	0	202043	H3K4me3	805	3256
MRG1	-10060	286344	0	202043	H3K4me3	-650	602
MRG1	-10060	286344	0	202043	H3K4me3	-2371	-770
MRG1	-10060	286344	0	202043	H3K4me3	-2758	-2435
MRG1	-10060	286344	0	202043	H3K4me3	-3390	-2855
MRPS31	-12867	51194	0	18057	H3K27me3	-3978	-2790
MRPS31	-12867	51194	0	18057	H3K4me3	-715	-114
MRPS31	-12867	51194	0	18057	H3K4me3	-56	884
MSC	-109021	445767	0	2620	H3K27me3	-828	1462
MSH2	-21430	73264	0	51156	H3K4me3	-64	989
MTF2	-78709	55905	0	43262	H3K4me3	-78589	-77474
MTF2	-78709	55905	0	43262	H3K4me3	-346	1316
MXI1	-55307	68708	0	65304	H3K4me3	-208	3713
MXI1	-55307	68708	0	65304	H3K4me3	19005	20066
MYBL2	-8500	32396	0	30052	H3K4me3	-13	1469
MYC	-819016	226076	0	5020	H3K27me3	-96281	-95168
MYC	-819016	226076	0	5020	H3K4me3	52322	55300
MYC	-819016	226076	0	5020	H3K4me3	-1743	3975
MYCN	-51740	18845	0	5615	-	-	-
MYF5	-6726	60991	0	3226	H3K4me3	2384	2808
MYF5	-6726	60991	0	3226	H3K4me3	-1063	2085
MYH11	-7881	98797	0	96463	H3K27me3	59690	61161
MYH6	-4117	27294	0	24647	-	-	-
MYL2	-71282	7077	0	5875	H3K27me3	-68008	-66156
MYL2	-71282	7077	0	5875	H3K27me3	-62720	-49156
MYL2	-71282	7077	0	5875	H3K27me3	-39732	-36363
MYL2	-71282	7077	0	5875	H3K27me3	-33074	-31557
MYL2	-71282	7077	0	5875	H3K27me3	-6689	-5653
MYL2	-71282	7077	0	5875	H3K27me3	-3170	-1551
MYL2	-71282	7077	0	5875	H3K27me3	-49025	-44696
MYL2	-71282	7077	0	5875	H3K27me3	-31473	-30551
MYL2	-71282	7077	0	5875	H3K27me3	458	4507
MYL7	-2041	20565	0	2145	-	-	-
MYLIP	-122031	117727	0	22198	H3K4me3	-652	-153
MYLIP	-122031	117727	0	22198	H3K4me3	-44	1596
MYO1E	-65793	200339	0	192717	H3K4me3	-62	2047
MYOD1	-66313	21060	0	2613	H3K4me3	301	2034
MYOG	-54582	6766	0	2537	-	-	-
MYST3	-53908	98491	0	83723	H3K4me3	-52577	-50320
MYST3	-53908	98491	0	83723	H3K4me3	-780	-243
MYST3	-53908	98491	0	83723	H3K4me3	-189	1588
MYST4	-51307	176718	0	172279	H3K4me3	-877	628
MYST4	-51307	176718	0	172279	H3K4me3	996	1970
NANOG	-1086	20233	0	7040	-	-	-
NAP1L1	-178445	25669	0	17525	H3K4me3	-7314	-5759
NDN	-798507	28702	0	1651	-	-	-
NES	-17721	16438	0	9358	H3K4me3	-758	3202
NID1	-44104	152718	0	74573	H3K4me3	884	1305
NIPSNAP1	-24476	21340	0	20197	H3K4me3	-24233	-23949
NKX2-5	-75526	49044	0	2900	H3K27me3	21413	22798
NKX2-5	-75526	49044	0	2900	H3K27me3	10758	14020
NKX2-5	-75526	49044	0	2900	H3K27me3	-4564	4740
NKX2-5	-75526	49044	0	2900	H3K27me3	-7368	-6213
NKX2-5	-75526	49044	0	2900	H3K27me3	-9906	-7953
NKX2-5	-75526	49044	0	2900	H3K27me3	-16988	-16283
NKX2-5	-75526	49044	0	2900	H3K4me3	-44664	-43055
NONO	-8867	19393	0	18873	H3K4me3	-849	-201
NONO	-8867	19393	0	18873	H3K4me3	-86	1816
NOTCH1	-77446	58421	0	45613	H3K4me3	56595	58000
NOTCH1	-77446	58421	0	45613	H3K4me3	-548	1654
NOTCH3	-16918	106247	0	45959	H3K4me3	-34	668
NPAS3	-97662	930305	0	820397	H3K27me3	-2408	670
NPAS3	-97662	930305	0	820397	H3K4me3	3976	4678
NPPA	-13548	5738	0	1321	-	-	-
NR0B1	-144462	58481	0	4169	-	-	-
ODC1	-70218	18699	0	6629	H3K4me3	43	1746
ODZ4	-2013176	740890	0	697917	-	-	-
OSMR	-266259	73896	0	60693	H3K4me3	-671	1335
OSMR	-266259	73896	0	60693	H3K4me3	-256067	-254545
P2RX4	-16125	25631	0	21487	H3K4me3	-654	605
PARG	-100	120048	0	95579	-	-	-
PAX2	-181120	173725	0	78633	H3K27me3	-174260	-169675
PAX2	-181120	173725	0	78633	H3K27me3	-168022	-163788
PAX2	-181120	173725	0	78633	H3K27me3	-151723	-150197
PAX2	-181120	173725	0	78633	H3K27me3	-126878	-125232
PAX2	-181120	173725	0	78633	H3K27me3	-124645	-120828
PAX2	-181120	173725	0	78633	H3K27me3	-111727	-108390
PAX2	-181120	173725	0	78633	H3K27me3	-108165	-104872
PAX2	-181120	173725	0	78633	H3K27me3	-91715	-87357
PAX2	-181120	173725	0	78633	H3K27me3	-87104	-83949
PAX2	-181120	173725	0	78633	H3K27me3	-61947	-58056
PAX2	-181120	173725	0	78633	H3K27me3	-18445	-13991
PAX2	-181120	173725	0	78633	H3K27me3	-11660	-10114
PAX2	-181120	173725	0	78633	H3K27me3	-2307	1324
PAX2	-181120	173725	0	78633	H3K27me3	1461	5548
PAX2	-181120	173725	0	78633	H3K27me3	8868	10164
PAX2	-181120	173725	0	78633	H3K27me3	12383	15142
PAX2	-181120	173725	0	78633	H3K27me3	65978	68935
PAX2	-181120	173725	0	78633	H3K27me3	79730	80785
PAX2	-181120	173725	0	78633	H3K27me3	80873	82989
PAX2	-181120	173725	0	78633	H3K27me3	123517	125340
PAX2	-181120	173725	0	78633	H3K27me3	-153685	-151865
PAX2	-181120	173725	0	78633	H3K27me3	-75046	-70404
PAX2	-181120	173725	0	78633	H3K27me3	-25358	-21585
PAX2	-181120	173725	0	78633	H3K27me3	26701	31714
PAX2	-181120	173725	0	78633	H3K27me3	42117	49819
PAX2	-181120	173725	0	78633	H3K27me3	58896	63102
PAX2	-181120	173725	0	78633	H3K27me3	73184	79653
PAX2	-181120	173725	0	78633	H3K27me3	-9830	-2386
PAX2	-181120	173725	0	78633	H3K4me3	173259	173632
PAX3	-19453	680008	0	94444	H3K4me3	6863	8272
PAX3	-19453	680008	0	94444	H3K4me3	-6945	-6452
PAX7	-77520	162688	0	94887	H3K27me3	6662	9759
PAX7	-77520	162688	0	94887	H3K27me3	-12	5877
PAX7	-77520	162688	0	94887	H3K27me3	-77478	-73623
PAX7	-77520	162688	0	94887	H3K27me3	9854	12249
PBX1	-1021100	583525	0	312894	H3K4me3	-40	3051
PCDH7	-108925	711628	0	11355	H3K4me3	-3722	-3157
PCDH7	-108925	711628	0	11355	H3K4me3	-3057	4432
PCDH7	-108925	711628	0	11355	H3K4me3	4788	6001
PCLO	-440761	395206	0	281075	-	-	-
PCNA	-10077	5398	0	3894	H3K4me3	1901	2401
PCNA	-10077	5398	0	3894	H3K4me3	241	1817
PCNA	-10077	5398	0	3894	H3K4me3	-951	156
PCOLCE	-1101	10364	0	6297	H3K4me3	-433	1761
PDGFRB	-9242	60131	0	39618	H3K4me3	-669	1662
PDK1	-16514	108015	0	29402	-	-	-
PDZK1IP1	-16968	19959	0	5170	-	-	-
PGK1	-26631	19750	0	16575	H3K4me3	2302	2768
PGK1	-26631	19750	0	16575	H3K4me3	145	2196
PHC1	-54364	19338	0	19284	H3K4me3	-3599	-1685
PHF17	-57978	45510	0	35662	H3K4me3	-18098	-14413
PIPOX	-37159	27804	0	13169	H3K27me3	13197	13951
PIPOX	-37159	27804	0	13169	H3K27me3	-8695	-2706
PIPOX	-37159	27804	0	13169	H3K27me3	-22532	-20880
PIPOX	-37159	27804	0	13169	H3K27me3	-24663	-22612
PIPOX	-37159	27804	0	13169	H3K27me3	-20778	-18402
