Gene	TiledRegionStart	TiledRegionStop	GeneStart	GeneStop	Mark	RegionStart	RegionStop	PairID
AKP2	-65974	66456	0	54584	H3K9me2	62276	62895	10
AKP2	-65974	66456	0	54584	H3K27me3	63126	63935	11
AKP2	-65974	66456	0	54584	H3K9me2	63126	63835	11
AKP2	-65974	66456	0	54584	H3K27me3	65036	66455	12
AKP2	-65974	66456	0	54584	H3K9me2	65636	66455	12
ANKRD1	-259223	15071	0	7879	H3K9me2	-230029	-228840	1
ANKRD1	-259223	15071	0	7879	H3K27me3	-229479	-228670	1
ATXN1	-277	418595	0	410083	H3K9me2	-165	894	1
ATXN1	-277	418595	0	410083	H3K27me3	-155	1044	1
ATXN1	-277	418595	0	410083	H3K27me3	399485	400094	2
ATXN1	-277	418595	0	410083	H3K9me2	399485	400094	2
BAX	-6665	7012	0	5203	H3K27me3	2	1091	1
BAX	-6665	7012	0	5203	H3K9me2	2	861	1
BGN	-24615	19442	0	12287	H3K27me3	-9274	-8315	1
BGN	-24615	19442	0	12287	H3K9me2	-9274	-8315	1
BGN	-24615	19442	0	12287	H3K27me3	13026	13835	2
BGN	-24615	19442	0	12287	H3K9me2	13176	13835	2
BMP4	-179545	676758	0	7079	H3K27me3	9458	10867	1
BMP4	-179545	676758	0	7079	H3K9me2	9708	11017	1
BMP4	-179545	676758	0	7079	H3K27me3	58608	59267	2
BMP4	-179545	676758	0	7079	H3K9me2	58608	59267	2
BMP4	-179545	676758	0	7079	H3K27me3	193908	194577	3
BMP4	-179545	676758	0	7079	H3K9me2	193908	194577	3
BMP6	-118053	154559	0	154012	H3K27me3	58718	59777	1
BMP6	-118053	154559	0	154012	H3K9me2	58948	59577	1
CBX4	-60996	45228	0	5986	H3K27me3	-53310	-51681	1
CBX4	-60996	45228	0	5986	H3K9me2	-52660	-51451	1
CBX4	-60996	45228	0	5986	H3K27me3	-51160	-49051	2
CBX4	-60996	45228	0	5986	H3K9me2	-51160	-48401	2
CCNA2	-1205	89642	0	7076	H3K27me3	49352	50581	1
CCNA2	-1205	89642	0	7076	H3K9me2	49352	50511	1
CCND1	-266463	18788	0	9994	H3K27me3	-255032	-253973	1
CCND1	-266463	18788	0	9994	H3K9me2	-254982	-254023	1
CCND1	-266463	18788	0	9994	H3K27me3	-230682	-229823	2
CCND1	-266463	18788	0	9994	H3K9me2	-230482	-229773	2
CCND1	-266463	18788	0	9994	H3K9me2	-223582	-222453	3
CCND1	-266463	18788	0	9994	H3K27me3	-223532	-222453	3
CCND1	-266463	18788	0	9994	H3K27me3	-204582	-203923	4
CCND1	-266463	18788	0	9994	H3K9me2	-204232	-203423	4
CCND1	-266463	18788	0	9994	H3K27me3	-192082	-191473	5
CCND1	-266463	18788	0	9994	H3K9me2	-192082	-190973	5
CCND1	-266463	18788	0	9994	H3K27me3	-172082	-170873	6
CCND1	-266463	18788	0	9994	H3K9me2	-171982	-170873	6
CCND1	-266463	18788	0	9994	H3K27me3	-157032	-156273	7
CCND1	-266463	18788	0	9994	H3K9me2	-157032	-156273	7
CCND1	-266463	18788	0	9994	H3K9me2	-155832	-155153	8
CCND1	-266463	18788	0	9994	H3K27me3	-155812	-155153	8
CCND1	-266463	18788	0	9994	H3K27me3	-148832	-147673	9
CCND1	-266463	18788	0	9994	H3K9me2	-148832	-147673	9
CCND1	-266463	18788	0	9994	H3K9me2	-107582	-106873	10
CCND1	-266463	18788	0	9994	H3K27me3	-107532	-106873	10
CCND1	-266463	18788	0	9994	H3K9me2	-97282	-95073	11
CCND1	-266463	18788	0	9994	H3K27me3	-97032	-96273	11
CCND1	-266463	18788	0	9994	H3K9me2	-92932	-91073	12
CCND1	-266463	18788	0	9994	H3K27me3	-92232	-91473	12
CCND1	-266463	18788	0	9994	H3K9me2	-76282	-75423	13
CCND1	-266463	18788	0	9994	H3K27me3	-76192	-75523	13
CCND1	-266463	18788	0	9994	H3K27me3	-69682	-68073	14
CCND1	-266463	18788	0	9994	H3K9me2	-69682	-68073	14
CCND1	-266463	18788	0	9994	H3K27me3	-37632	-36783	15
CCND1	-266463	18788	0	9994	H3K9me2	-37632	-36783	15
CCND1	-266463	18788	0	9994	H3K27me3	-26232	-24573	16
CCND1	-266463	18788	0	9994	H3K9me2	-26232	-24373	16
CCND3	-2764	95029	0	94638	H3K27me3	36854	37963	1
CCND3	-2764	95029	0	94638	H3K9me2	37054	37963	1
CCND3	-2764	95029	0	94638	H3K27me3	66254	67313	2
CCND3	-2764	95029	0	94638	H3K9me2	66254	67313	2
CCND3	-2764	95029	0	94638	H3K9me2	90254	92063	3
CCND3	-2764	95029	0	94638	H3K27me3	90654	91763	3
CCNE1	-76326	87948	0	9506	H3K27me3	-28909	-27980	1
CCNE1	-76326	87948	0	9506	H3K9me2	-28859	-27980	1
CCNE1	-76326	87948	0	9506	H3K27me3	-20909	-20270	2
CCNE1	-76326	87948	0	9506	H3K9me2	-20909	-20270	2
CCNE1	-76326	87948	0	9506	H3K27me3	1191	1850	3
CCNE1	-76326	87948	0	9506	H3K9me2	1191	1850	3
CD9	-58208	114251	0	34489	H3K27me3	83361	84370	1
CD9	-58208	114251	0	34489	H3K9me2	83361	84320	1
CDH15	-6101	34947	0	19023	H3K9me2	17480	18589	1
CDH15	-6101	34947	0	19023	H3K27me3	17630	18409	1
CDK4	-3431	15292	0	3780	H3K27me3	11480	12589	1
CDK4	-3431	15292	0	3780	H3K9me2	11480	12739	1
CDKN1A	-50409	41281	0	6947	H3K27me3	-43967	-42358	1
CDKN1A	-50409	41281	0	6947	H3K9me2	-43817	-42358	1
CDKN1A	-50409	41281	0	6947	H3K9me2	3183	4042	2
CDKN1A	-50409	41281	0	6947	H3K27me3	3333	4042	2
CDKN1A	-50409	41281	0	6947	H3K9me2	4293	6742	3
CDKN1A	-50409	41281	0	6947	H3K27me3	4733	6342	3
CDKN1A	-50409	41281	0	6947	H3K27me3	20883	21542	4
CDKN1A	-50409	41281	0	6947	H3K9me2	20883	22392	4
CDKN1A	-50409	41281	0	6947	H3K27me3	26643	27292	5
CDKN1A	-50409	41281	0	6947	H3K9me2	26643	27292	5
CDKN1C	-12759	33954	0	2656	H3K27me3	-4716	-3307	1
CDKN1C	-12759	33954	0	2656	H3K9me2	-4716	-3307	1
CDKN1C	-12759	33954	0	2656	H3K9me2	-116	603	2
CDKN1C	-12759	33954	0	2656	H3K27me3	-76	543	2
CDKN2A	-11706	76793	0	20146	H3K9me2	4703	6472	1
CDKN2A	-11706	76793	0	20146	H3K27me3	5013	6122	1
CDKN2A	-11706	76793	0	20146	H3K27me3	14263	14922	2
CDKN2A	-11706	76793	0	20146	H3K9me2	14263	14922	2
CDKN2A	-11706	76793	0	20146	H3K9me2	16813	18422	3
CDKN2A	-11706	76793	0	20146	H3K27me3	16863	18322	3
CDKN2A	-11706	76793	0	20146	H3K27me3	19063	19922	4
CDKN2A	-11706	76793	0	20146	H3K9me2	19263	19922	4
CDKN2A	-11706	76793	0	20146	H3K27me3	20613	21672	5
CDKN2A	-11706	76793	0	20146	H3K9me2	20613	21672	5
CEBPB	-27371	242134	0	1503	H3K27me3	-9010	-8351	1
CEBPB	-27371	242134	0	1503	H3K9me2	-8960	-8251	1
CEBPB	-27371	242134	0	1503	H3K9me2	-1550	-751	2
CEBPB	-27371	242134	0	1503	H3K27me3	-1200	-251	2
CEBPB	-27371	242134	0	1503	H3K27me3	1590	2349	3
CEBPB	-27371	242134	0	1503	H3K9me2	1590	3749	3
CEBPB	-27371	242134	0	1503	H3K9me2	5210	5899	4
CEBPB	-27371	242134	0	1503	H3K27me3	5290	5899	4
CEBPB	-27371	242134	0	1503	H3K9me2	6890	7899	5
CEBPB	-27371	242134	0	1503	H3K27me3	6940	7649	5
CEBPB	-27371	242134	0	1503	H3K9me2	15740	18049	6
CEBPB	-27371	242134	0	1503	H3K27me3	16290	18049	6
CEBPB	-27371	242134	0	1503	H3K9me2	21670	22599	7
CEBPB	-27371	242134	0	1503	H3K27me3	21840	22599	7
CEBPB	-27371	242134	0	1503	H3K27me3	24000	24749	8
CEBPB	-27371	242134	0	1503	H3K9me2	24040	24799	8
CEBPB	-27371	242134	0	1503	H3K27me3	26090	26749	9
CEBPB	-27371	242134	0	1503	H3K9me2	26440	27499	9
CEBPB	-27371	242134	0	1503	H3K27me3	29790	30799	10
CEBPB	-27371	242134	0	1503	H3K9me2	29790	30799	10
CEBPB	-27371	242134	0	1503	H3K27me3	37740	38749	11
CEBPB	-27371	242134	0	1503	H3K9me2	37740	38749	11
CEBPB	-27371	242134	0	1503	H3K27me3	58040	59149	12
CEBPB	-27371	242134	0	1503	H3K9me2	58390	59449	12
CEBPB	-27371	242134	0	1503	H3K27me3	63540	64599	13
CEBPB	-27371	242134	0	1503	H3K9me2	63540	64599	13
CEBPB	-27371	242134	0	1503	H3K27me3	66940	67549	14
CEBPB	-27371	242134	0	1503	H3K9me2	66940	67549	14
CEBPB	-27371	242134	0	1503	H3K27me3	71550	73299	15
CEBPB	-27371	242134	0	1503	H3K9me2	71550	73299	15
CEBPB	-27371	242134	0	1503	H3K9me2	75890	76949	16
CEBPB	-27371	242134	0	1503	H3K27me3	77090	78049	16
CEBPB	-27371	242134	0	1503	H3K27me3	80320	81649	17
CEBPB	-27371	242134	0	1503	H3K9me2	80340	81899	17
CEBPB	-27371	242134	0	1503	H3K9me2	84510	86499	18
CEBPB	-27371	242134	0	1503	H3K27me3	84740	85499	18
CEBPB	-27371	242134	0	1503	H3K27me3	88290	89199	19
CEBPB	-27371	242134	0	1503	H3K9me2	88290	90149	19
CEBPB	-27371	242134	0	1503	H3K27me3	99090	100149	20
CEBPB	-27371	242134	0	1503	H3K9me2	99090	100149	20
CEBPB	-27371	242134	0	1503	H3K27me3	100590	101799	21
CEBPB	-27371	242134	0	1503	H3K9me2	100590	101799	21
CEBPB	-27371	242134	0	1503	H3K27me3	109480	110349	22
CEBPB	-27371	242134	0	1503	H3K9me2	109480	110249	22
CEBPB	-27371	242134	0	1503	H3K9me2	117290	118449	23
CEBPB	-27371	242134	0	1503	H3K27me3	117390	118799	23
CEBPB	-27371	242134	0	1503	H3K27me3	122290	123399	24
CEBPB	-27371	242134	0	1503	H3K9me2	122290	123399	24
CEBPB	-27371	242134	0	1503	H3K9me2	125840	126699	25
CEBPB	-27371	242134	0	1503	H3K27me3	126640	127649	25
CEBPB	-27371	242134	0	1503	H3K9me2	128040	128999	26
CEBPB	-27371	242134	0	1503	H3K27me3	128090	128849	26
CEBPB	-27371	242134	0	1503	H3K27me3	141770	142499	27
CEBPB	-27371	242134	0	1503	H3K9me2	141770	142899	27
CEBPB	-27371	242134	0	1503	H3K27me3	162620	164449	28
CEBPB	-27371	242134	0	1503	H3K9me2	162620	164449	28
CEBPB	-27371	242134	0	1503	H3K27me3	171690	172449	29
CEBPB	-27371	242134	0	1503	H3K9me2	171790	172399	29
CEBPB	-27371	242134	0	1503	H3K27me3	177340	178099	30
CEBPB	-27371	242134	0	1503	H3K9me2	178190	179049	30
CEBPB	-27371	242134	0	1503	H3K27me3	180340	181299	31
CEBPB	-27371	242134	0	1503	H3K9me2	180340	181299	31
CEBPB	-27371	242134	0	1503	H3K27me3	182690	183549	32
CEBPB	-27371	242134	0	1503	H3K9me2	182690	183899	32
CEBPB	-27371	242134	0	1503	H3K27me3	199980	200599	33
CEBPB	-27371	242134	0	1503	H3K9me2	200890	201699	33
CLK3	-24636	15697	0	15149	H3K9me2	-11843	-10834	1
CLK3	-24636	15697	0	15149	H3K27me3	-10463	-9084	1
CLK3	-24636	15697	0	15149	H3K27me3	-6293	-5234	2
CLK3	-24636	15697	0	15149	H3K9me2	-5693	-4984	2
CLK3	-24636	15697	0	15149	H3K27me3	-163	466	3
CLK3	-24636	15697	0	15149	H3K9me2	-163	506	3
CNN2	-4270	9015	0	6800	H3K9me2	861	1720	1
CNN2	-4270	9015	0	6800	H3K27me3	1011	1720	1
CREB1	-411415	73676	0	71744	H3K27me3	-411194	-410565	1
CREB1	-411415	73676	0	71744	H3K9me2	-411194	-410515	1
CSPG4	-13197	52040	0	33975	H3K27me3	-1066	-357	1
CSPG4	-13197	52040	0	33975	H3K9me2	-1066	-157	1
CSPG4	-13197	52040	0	33975	H3K27me3	8804	9643	2
CSPG4	-13197	52040	0	33975	H3K9me2	8804	9643	2
CSPG4	-13197	52040	0	33975	H3K27me3	19674	20393	3
CSPG4	-13197	52040	0	33975	H3K9me2	19674	20443	3
CSPG4	-13197	52040	0	33975	H3K27me3	27234	27993	4
CSPG4	-13197	52040	0	33975	H3K9me2	27234	28043	4
CTNNB1	-155719	140196	0	27032	H3K27me3	-107748	-106929	1
CTNNB1	-155719	140196	0	27032	H3K9me2	-107748	-106929	1
CTNNB1	-155719	140196	0	27032	H3K9me2	54622	55721	2
CTNNB1	-155719	140196	0	27032	H3K27me3	54662	55721	2
CTNNB1	-155719	140196	0	27032	H3K9me2	90452	91171	3
CTNNB1	-155719	140196	0	27032	H3K27me3	90512	91171	3
CTSF	-12966	6094	0	5783	H3K9me2	4275	4934	1
CTSF	-12966	6094	0	5783	H3K27me3	5075	5884	1
CXCR4	-616480	174961	0	4100	H3K27me3	-120939	-120250	1
CXCR4	-616480	174961	0	4100	H3K9me2	-120939	-120250	1
CXCR4	-616480	174961	0	4100	H3K27me3	-119439	-118830	2
CXCR4	-616480	174961	0	4100	H3K9me2	-119439	-118750	2
CXCR4	-616480	174961	0	4100	H3K9me2	611	1570	3
CXCR4	-616480	174961	0	4100	H3K27me3	711	1570	3
CYR61	-108746	44736	0	3005	H3K27me3	23926	24535	1
CYR61	-108746	44736	0	3005	H3K9me2	23926	24585	1
DDAH1	-108746	165651	0	132946	H3K27me3	19619	20288	1
DDAH1	-108746	165651	0	132946	H3K9me2	19619	20288	1
DES	-42707	14953	0	7372	H3K9me2	-16466	-14387	1
DES	-42707	14953	0	7372	H3K27me3	-16296	-14907	1
DES	-42707	14953	0	7372	H3K9me2	-1526	-857	2
DES	-42707	14953	0	7372	H3K27me3	-1366	-707	2
DES	-42707	14953	0	7372	H3K27me3	14134	14943	3
DES	-42707	14953	0	7372	H3K9me2	14334	14943	3
DNAJB6	-59863	58208	0	50538	H3K27me3	-36622	-35913	1
DNAJB6	-59863	58208	0	50538	H3K9me2	-36272	-35363	1
DNMT3B	-16723	47198	0	38273	H3K27me3	168	1027	1
DNMT3B	-16723	47198	0	38273	H3K9me2	268	1077	1
DNMT3B	-16723	47198	0	38273	H3K27me3	46418	47177	2
DNMT3B	-16723	47198	0	38273	H3K9me2	46418	47177	2
DYRK1A	-85017	137223	0	80931	H3K27me3	-85006	-84257	1
DYRK1A	-85017	137223	0	80931	H3K9me2	-85006	-84177	1
DYRK1A	-85017	137223	0	80931	H3K27me3	-42016	-41407	2
DYRK1A	-85017	137223	0	80931	H3K9me2	-42016	-41407	2
E2F1	-17192	19802	0	10213	H3K9me2	-8328	-7539	1
E2F1	-17192	19802	0	10213	H3K27me3	-8128	-7069	1
E2F2	-27007	34030	0	22320	H3K9me2	596	1355	1
E2F2	-27007	34030	0	22320	H3K27me3	646	1355	1
ENAH	-104770	177648	0	115535	H3K27me3	97348	98447	1
ENAH	-104770	177648	0	115535	H3K9me2	97348	98447	1
ENAH	-104770	177648	0	115535	H3K9me2	131598	132577	2
ENAH	-104770	177648	0	115535	H3K27me3	131798	132577	2
ENG	-11543	36014	0	35523	H3K9me2	7890	8749	1
ENG	-11543	36014	0	35523	H3K27me3	7990	8749	1
ENG	-11543	36014	0	35523	H3K27me3	15240	16049	2
ENG	-11543	36014	0	35523	H3K9me2	15240	16049	2
ENG	-11543	36014	0	35523	H3K27me3	33330	33949	3
ENG	-11543	36014	0	35523	H3K9me2	33330	33949	3
ESRRB	-69749	317583	0	160505	H3K27me3	72092	72751	1
ESRRB	-69749	317583	0	160505	H3K9me2	72092	72751	1
ESRRB	-69749	317583	0	160505	H3K27me3	129332	129951	2
ESRRB	-69749	317583	0	160505	H3K9me2	129332	129951	2
ESRRB	-69749	317583	0	160505	H3K27me3	144202	145601	3
ESRRB	-69749	317583	0	160505	H3K9me2	144202	145601	3
ESRRB	-69749	317583	0	160505	H3K27me3	245342	246051	4
ESRRB	-69749	317583	0	160505	H3K9me2	245442	246051	4
FBLN2	-38081	151219	0	59776	H3K27me3	-32560	-31841	1
FBLN2	-38081	151219	0	59776	H3K9me2	-32560	-31841	1
FBLN2	-38081	151219	0	59776	H3K27me3	-17330	-16141	2
FBLN2	-38081	151219	0	59776	H3K9me2	-17300	-16491	2
FBLN2	-38081	151219	0	59776	H3K9me2	-13000	-11591	3
FBLN2	-38081	151219	0	59776	H3K27me3	-12950	-11591	3
FBLN2	-38081	151219	0	59776	H3K27me3	15970	16609	4
FBLN2	-38081	151219	0	59776	H3K9me2	15970	16859	4
FBLN2	-38081	151219	0	59776	H3K27me3	19220	20009	5
FBLN2	-38081	151219	0	59776	H3K9me2	19220	20009	5
FBLN2	-38081	151219	0	59776	H3K27me3	39150	39809	6
FBLN2	-38081	151219	0	59776	H3K9me2	39700	40409	6
FBLN2	-38081	151219	0	59776	H3K27me3	75250	75939	7
FBLN2	-38081	151219	0	59776	H3K9me2	75300	75939	7
FBLN2	-38081	151219	0	59776	H3K27me3	79400	80909	8
FBLN2	-38081	151219	0	59776	H3K9me2	79750	80559	8
FBLN2	-38081	151219	0	59776	H3K27me3	125300	126059	9
FBLN2	-38081	151219	0	59776	H3K9me2	125300	126109	9
FER1L3	-11512	342041	0	144541	H3K27me3	13151	13960	1
FER1L3	-11512	342041	0	144541	H3K9me2	13151	14100	1
FER1L3	-11512	342041	0	144541	H3K9me2	205851	206910	2
FER1L3	-11512	342041	0	144541	H3K27me3	206101	206910	2
FGF4	-18398	35146	0	3857	H3K27me3	-15387	-14348	1
FGF4	-18398	35146	0	3857	H3K9me2	-15337	-14328	1
FGF4	-18398	35146	0	3857	H3K9me2	-11987	-10928	2
FGF4	-18398	35146	0	3857	H3K27me3	-11837	-10928	2
FGF4	-18398	35146	0	3857	H3K9me2	-6537	-5878	3
FGF4	-18398	35146	0	3857	H3K27me3	-6187	-5578	3
FGF4	-18398	35146	0	3857	H3K27me3	-3237	-2478	4
FGF4	-18398	35146	0	3857	H3K9me2	-3187	-2478	4
FGFR1	-62840	72888	0	56942	H3K27me3	36001	37170	1
FGFR1	-62840	72888	0	56942	H3K9me2	36001	36970	1
FGFR1	-62840	72888	0	56942	H3K27me3	56001	56720	2
FGFR1	-62840	72888	0	56942	H3K9me2	56001	56770	2
FGFR2	-124685	277652	0	104357	H3K9me2	-66988	-65779	1
FGFR2	-124685	277652	0	104357	H3K27me3	-66838	-65829	1
FGFR2	-124685	277652	0	104357	H3K27me3	-59238	-57979	2
FGFR2	-124685	277652	0	104357	H3K9me2	-59188	-57979	2
FGFR2	-124685	277652	0	104357	H3K27me3	-41088	-40329	3
FGFR2	-124685	277652	0	104357	H3K9me2	-41038	-40379	3
FHL1	-69894	66166	0	61559	H3K27me3	-65323	-64454	1
FHL1	-69894	66166	0	61559	H3K9me2	-65323	-64504	1
FHL1	-69894	66166	0	61559	H3K27me3	-41873	-41154	2
FHL1	-69894	66166	0	61559	H3K9me2	-41873	-41154	2
FHL1	-69894	66166	0	61559	H3K27me3	-10853	-10104	3
FHL1	-69894	66166	0	61559	H3K9me2	-10853	-10004	3
FHL1	-69894	66166	0	61559	H3K27me3	21487	22096	4
FHL1	-69894	66166	0	61559	H3K9me2	21487	22096	4
FKBP9	-51768	50328	0	47281	H3K27me3	-21917	-21218	1
FKBP9	-51768	50328	0	47281	H3K9me2	-21917	-21218	1
FLT1	-134640	177492	0	163792	H3K27me3	-57748	-56689	1
FLT1	-134640	177492	0	163792	H3K9me2	-57748	-56289	1
FLT1	-134640	177492	0	163792	H3K27me3	77502	78211	2
FLT1	-134640	177492	0	163792	H3K9me2	77502	78211	2
FN1	-233766	73767	0	67648	H3K27me3	-1073	386	1
FN1	-233766	73767	0	67648	H3K9me2	-473	286	1
FOXO1	-51365	344387	0	81164	H3K27me3	230596	231265	1
FOXO1	-51365	344387	0	81164	H3K9me2	230596	231265	1
FOXP3	-1278	27410	0	15541	H3K9me2	-107	592	1
FOXP3	-1278	27410	0	15541	H3K27me3	-17	892	1
FOXP3	-1278	27410	0	15541	H3K27me3	6333	7042	2
FOXP3	-1278	27410	0	15541	H3K9me2	6333	7092	2
FOXP3	-1278	27410	0	15541	H3K27me3	18823	20192	3
FOXP3	-1278	27410	0	15541	H3K9me2	19183	20122	3
GADD45B	-11846	18533	0	2113	H3K9me2	10485	11724	1
GADD45B	-11846	18533	0	2113	H3K27me3	10815	11624	1
GATA2	-93364	23600	0	8361	H3K9me2	-92703	-91594	1
GATA2	-93364	23600	0	8361	H3K27me3	-92553	-91644	1
GATA2	-93364	23600	0	8361	H3K27me3	-90833	-90044	2
GATA2	-93364	23600	0	8361	H3K9me2	-90833	-90144	2
GATA2	-93364	23600	0	8361	H3K27me3	-86063	-84634	3
GATA2	-93364	23600	0	8361	H3K9me2	-86063	-84544	3
GATA2	-93364	23600	0	8361	H3K27me3	-67153	-65794	4
GATA2	-93364	23600	0	8361	H3K9me2	-66603	-65794	4
GATA4	-72485	51735	0	46345	H3K27me3	-51715	-50576	1
GATA4	-72485	51735	0	46345	H3K9me2	-51715	-50756	1
GBX2	-21502	35894	0	3214	H3K27me3	-17016	-16347	1
GBX2	-21502	35894	0	3214	H3K9me2	-17016	-16357	1
GFPT2	-115046	52565	0	44424	H3K27me3	-70765	-70126	1
GFPT2	-115046	52565	0	44424	H3K9me2	-70765	-70126	1
GLI2	-361846	368451	0	219558	H3K27me3	-360573	-359564	1
GLI2	-361846	368451	0	219558	H3K9me2	-360323	-359564	1
GLI2	-361846	368451	0	219558	H3K27me3	-338673	-337684	2
GLI2	-361846	368451	0	219558	H3K9me2	-338673	-337684	2
GLI2	-361846	368451	0	219558	H3K27me3	-276473	-275264	3
GLI2	-361846	368451	0	219558	H3K9me2	-275913	-275264	3
GLI2	-361846	368451	0	219558	H3K9me2	-252673	-251814	4
GLI2	-361846	368451	0	219558	H3K27me3	-252423	-251814	4
GLI2	-361846	368451	0	219558	H3K27me3	-168173	-167564	5
GLI2	-361846	368451	0	219558	H3K9me2	-168173	-167564	5
GLI2	-361846	368451	0	219558	H3K9me2	-139873	-139114	6
GLI2	-361846	368451	0	219558	H3K27me3	-139673	-139064	6
GLI2	-361846	368451	0	219558	H3K9me2	-137923	-136864	7
GLI2	-361846	368451	0	219558	H3K27me3	-137523	-136864	7
GLI2	-361846	368451	0	219558	H3K27me3	-45223	-43834	8
GLI2	-361846	368451	0	219558	H3K9me2	-45223	-43834	8
GLI2	-361846	368451	0	219558	H3K9me2	-43573	-42264	9
GLI2	-361846	368451	0	219558	H3K27me3	-43523	-42264	9
GLI2	-361846	368451	0	219558	H3K27me3	48327	49466	10
GLI2	-361846	368451	0	219558	H3K9me2	48327	49466	10
GLI2	-361846	368451	0	219558	H3K27me3	157427	158186	11
GLI2	-361846	368451	0	219558	H3K9me2	157427	158586	11
GLI2	-361846	368451	0	219558	H3K27me3	179527	180236	12
GLI2	-361846	368451	0	219558	H3K9me2	179577	180486	12
GLI2	-361846	368451	0	219558	H3K9me2	180927	182166	13
GLI2	-361846	368451	0	219558	H3K27me3	181027	182086	13
H2-AA	-18096	18361	0	5020	H3K27me3	-11797	-10638	1
H2-AA	-18096	18361	0	5020	H3K9me2	-11797	-10638	1
H2-AB1	-17332	19511	0	6170	H3K9me2	-5131	-4072	1
H2-AB1	-17332	19511	0	6170	H3K27me3	-3831	-3222	1
HDAC1	-5712	26671	0	26542	H3K27me3	24471	25430	1
HDAC1	-5712	26671	0	26542	H3K9me2	24471	25430	1
HDAC5	-18710	36091	0	34425	H3K9me2	-15319	-14670	1
HDAC5	-18710	36091	0	34425	H3K27me3	-15129	-14370	1
HDAC5	-18710	36091	0	34425	H3K27me3	9371	10020	2
HDAC5	-18710	36091	0	34425	H3K9me2	9371	10130	2
HEYL	-17349	49355	0	16314	H3K27me3	-5898	-4989	1
HEYL	-17349	49355	0	16314	H3K9me2	-5748	-4889	1
HEYL	-17349	49355	0	16314	H3K27me3	-998	-259	2
HEYL	-17349	49355	0	16314	H3K9me2	-998	-239	2
HEYL	-17349	49355	0	16314	H3K9me2	11262	11911	3
HEYL	-17349	49355	0	16314	H3K27me3	12402	13111	3
HEYL	-17349	49355	0	16314	H3K27me3	30352	31161	4
HEYL	-17349	49355	0	16314	H3K9me2	30352	30961	4
ID1	-48328	17899	0	1136	H3K27me3	-6697	-5998	1
ID1	-48328	17899	0	1136	H3K9me2	-6697	-5998	1
ID2	-568240	36371	0	2269	H3K9me2	-127329	-126370	1
ID2	-568240	36371	0	2269	H3K27me3	-127279	-126370	1
IL4	-12659	14421	0	6197	H3K27me3	-9149	-7950	1
IL4	-12659	14421	0	6197	H3K9me2	-9149	-7950	1
IRF6	-22861	20530	0	18924	H3K27me3	500	1359	1
IRF6	-22861	20530	0	18924	H3K9me2	600	1359	1
ISL1	-543735	155480	0	11407	H3K27me3	-472620	-472001	1
ISL1	-543735	155480	0	11407	H3K9me2	-472620	-472001	1
JARID2	-450454	191176	0	190078	H3K27me3	-123293	-122654	1
JARID2	-450454	191176	0	190078	H3K9me2	-123293	-122654	1
JARID2	-450454	191176	0	190078	H3K27me3	-118193	-117104	2
JARID2	-450454	191176	0	190078	H3K9me2	-118193	-117154	2
