Gene	TiledRegionStart	TiledRegionStop	GeneStart	GeneStop	Mark	RegionStart	RegionStop	PairID
BGN	-24615	19442	0	12287	H3K27me3	13026	13835	3
BGN	-24615	19442	0	12287	H3K4me3	13176	13835	3
BGN	-24615	19442	0	12287	H3K4me3	17876	18485	4
BGN	-24615	19442	0	12287	H3K27me3	18126	19235	4
BMP4	-179545	676758	0	7079	H3K27me3	193908	194577	1
BMP4	-179545	676758	0	7079	H3K4me3	193908	194567	1
BMP4	-179545	676758	0	7079	H3K27me3	406608	407517	2
BMP4	-179545	676758	0	7079	H3K4me3	406608	407517	2
BMP4	-179545	676758	0	7079	H3K27me3	511608	512267	3
BMP4	-179545	676758	0	7079	H3K4me3	511608	512267	3
BMP6	-118053	154559	0	154012	H3K27me3	58718	59777	1
BMP6	-118053	154559	0	154012	H3K4me3	58718	59777	1
BMP6	-118053	154559	0	154012	H3K27me3	123578	124227	2
BMP6	-118053	154559	0	154012	H3K4me3	123578	124277	2
BMP6	-118053	154559	0	154012	H3K27me3	124918	125827	3
BMP6	-118053	154559	0	154012	H3K4me3	125078	125827	3
BRCA1	-3738	77814	0	60356	H3K4me3	77114	77803	1
BRCA1	-3738	77814	0	60356	H3K27me3	77174	77803	1
C80913	-78442	141263	0	59540	H3K27me3	-71407	-70498	1
C80913	-78442	141263	0	59540	H3K4me3	-71407	-70498	1
C80913	-78442	141263	0	59540	H3K27me3	-157	552	2
C80913	-78442	141263	0	59540	H3K4me3	-157	552	2
C80913	-78442	141263	0	59540	H3K27me3	134593	135602	3
C80913	-78442	141263	0	59540	H3K4me3	134643	135502	3
CBX2	-30188	15407	0	8241	H3K27me3	83	1022	1
CBX2	-30188	15407	0	8241	H3K4me3	83	1972	1
CBX2	-30188	15407	0	8241	H3K27me3	10813	11522	2
CBX2	-30188	15407	0	8241	H3K4me3	10813	11522	2
CBX4	-60996	45228	0	5986	H3K27me3	-53310	-51681	1
CBX4	-60996	45228	0	5986	H3K4me3	-53210	-51681	1
CBX4	-60996	45228	0	5986	H3K27me3	-51160	-49051	2
CBX4	-60996	45228	0	5986	H3K4me3	-51160	-49401	2
CBX4	-60996	45228	0	5986	H3K4me3	-22260	-21151	3
CBX4	-60996	45228	0	5986	H3K27me3	-22010	-20271	3
CBX7	-63228	24560	0	16839	H3K27me3	-14000	-13341	1
CBX7	-63228	24560	0	16839	H3K4me3	-14000	-13341	1
CCNA2	-1205	89642	0	7076	H3K27me3	49352	50581	1
CCNA2	-1205	89642	0	7076	H3K4me3	49352	50411	1
CCND1	-266463	18788	0	9994	H3K4me3	-266442	-265423	1
CCND1	-266463	18788	0	9994	H3K27me3	-266332	-265323	1
CCND1	-266463	18788	0	9994	H3K27me3	-232282	-231013	2
CCND1	-266463	18788	0	9994	H3K4me3	-232282	-231013	2
CCND1	-266463	18788	0	9994	H3K27me3	-230682	-229823	3
CCND1	-266463	18788	0	9994	H3K4me3	-230682	-229873	3
CCND1	-266463	18788	0	9994	H3K27me3	-223532	-222453	4
CCND1	-266463	18788	0	9994	H3K4me3	-223382	-222453	4
CCND1	-266463	18788	0	9994	H3K27me3	-192082	-191473	5
CCND1	-266463	18788	0	9994	H3K4me3	-192082	-191223	5
CCND1	-266463	18788	0	9994	H3K4me3	-172182	-170873	6
CCND1	-266463	18788	0	9994	H3K27me3	-172082	-170873	6
CCND1	-266463	18788	0	9994	H3K4me3	-170482	-168873	7
CCND1	-266463	18788	0	9994	H3K27me3	-170282	-168923	7
CCND1	-266463	18788	0	9994	H3K27me3	-157032	-156273	8
CCND1	-266463	18788	0	9994	H3K4me3	-157032	-156273	8
CCND1	-266463	18788	0	9994	H3K27me3	-107532	-106873	9
CCND1	-266463	18788	0	9994	H3K4me3	-107532	-106873	9
CCND1	-266463	18788	0	9994	H3K4me3	-92932	-91433	10
CCND1	-266463	18788	0	9994	H3K27me3	-92232	-91473	10
CCND1	-266463	18788	0	9994	H3K4me3	-76382	-75523	11
CCND1	-266463	18788	0	9994	H3K27me3	-76192	-75523	11
CCND1	-266463	18788	0	9994	H3K27me3	-69682	-68073	12
CCND1	-266463	18788	0	9994	H3K4me3	-69682	-67873	12
CCND1	-266463	18788	0	9994	H3K27me3	-37632	-36783	13
CCND1	-266463	18788	0	9994	H3K4me3	-37632	-36783	13
CCND1	-266463	18788	0	9994	H3K27me3	-26232	-24573	14
CCND1	-266463	18788	0	9994	H3K4me3	-25682	-24373	14
CCND2	-81628	41512	0	25340	H3K27me3	-31648	-30239	1
CCND2	-81628	41512	0	25340	H3K4me3	-31478	-30289	1
CCND2	-81628	41512	0	25340	H3K27me3	4102	4911	2
CCND2	-81628	41512	0	25340	H3K4me3	4102	5111	2
CCND3	-2764	95029	0	94638	H3K27me3	26144	26863	1
CCND3	-2764	95029	0	94638	H3K4me3	26154	26963	1
CCND3	-2764	95029	0	94638	H3K27me3	36854	37963	2
CCND3	-2764	95029	0	94638	H3K4me3	36954	37963	2
CCND3	-2764	95029	0	94638	H3K27me3	66254	67313	3
CCND3	-2764	95029	0	94638	H3K4me3	66254	67313	3
CCND3	-2764	95029	0	94638	H3K4me3	88854	92363	4
CCND3	-2764	95029	0	94638	H3K27me3	90654	91763	4
CCNE1	-76326	87948	0	9506	H3K27me3	-28909	-27980	1
CCNE1	-76326	87948	0	9506	H3K4me3	-28859	-28050	1
CCNE1	-76326	87948	0	9506	H3K27me3	-20909	-20270	2
CCNE1	-76326	87948	0	9506	H3K4me3	-20909	-20270	2
CCNE1	-76326	87948	0	9506	H3K4me3	-6559	-5500	3
CCNE1	-76326	87948	0	9506	H3K27me3	-6359	-5500	3
CD9	-58208	114251	0	34489	H3K27me3	83361	84370	1
CD9	-58208	114251	0	34489	H3K4me3	83361	84320	1
CD9	-58208	114251	0	34489	H3K27me3	112461	114250	2
CD9	-58208	114251	0	34489	H3K4me3	112761	114250	2
CDH15	-6101	34947	0	19023	H3K27me3	7080	8339	1
CDH15	-6101	34947	0	19023	H3K4me3	7380	8339	1
CDKN1A	-50409	41281	0	6947	H3K27me3	-43967	-42358	1
CDKN1A	-50409	41281	0	6947	H3K4me3	-43967	-42358	1
CDKN1A	-50409	41281	0	6947	H3K27me3	-317	1142	2
CDKN1A	-50409	41281	0	6947	H3K4me3	-317	2192	2
CDKN1A	-50409	41281	0	6947	H3K4me3	3083	4042	3
CDKN1A	-50409	41281	0	6947	H3K27me3	3333	4042	3
CDKN1A	-50409	41281	0	6947	H3K4me3	4293	6142	4
CDKN1A	-50409	41281	0	6947	H3K27me3	4733	6342	4
CDKN1A	-50409	41281	0	6947	H3K27me3	20883	21542	5
CDKN1A	-50409	41281	0	6947	H3K4me3	20883	21542	5
CDKN1A	-50409	41281	0	6947	H3K27me3	24943	25692	6
CDKN1A	-50409	41281	0	6947	H3K4me3	24943	25692	6
CDKN1C	-12759	33954	0	2656	H3K27me3	-4716	-3307	1
CDKN1C	-12759	33954	0	2656	H3K4me3	-4716	-3007	1
CDKN2A	-11706	76793	0	20146	H3K4me3	4703	6122	1
CDKN2A	-11706	76793	0	20146	H3K27me3	5013	6122	1
CDKN2A	-11706	76793	0	20146	H3K27me3	14263	14922	2
CDKN2A	-11706	76793	0	20146	H3K4me3	14263	14922	2
CDKN2A	-11706	76793	0	20146	H3K27me3	16863	18322	3
CDKN2A	-11706	76793	0	20146	H3K4me3	17363	18322	3
CDKN2A	-11706	76793	0	20146	H3K27me3	19063	19922	4
CDKN2A	-11706	76793	0	20146	H3K4me3	19063	19922	4
CDKN2A	-11706	76793	0	20146	H3K27me3	20613	21672	5
CDKN2A	-11706	76793	0	20146	H3K4me3	20613	21622	5
CEBPB	-27371	242134	0	1503	H3K27me3	-9010	-8351	1
CEBPB	-27371	242134	0	1503	H3K4me3	-9010	-8201	1
CEBPB	-27371	242134	0	1503	H3K27me3	-1200	-251	2
CEBPB	-27371	242134	0	1503	H3K4me3	-1200	-251	2
CEBPB	-27371	242134	0	1503	H3K27me3	1590	2349	3
CEBPB	-27371	242134	0	1503	H3K4me3	1590	3799	3
CEBPB	-27371	242134	0	1503	H3K27me3	5290	5899	4
CEBPB	-27371	242134	0	1503	H3K4me3	5290	5899	4
CEBPB	-27371	242134	0	1503	H3K27me3	6940	7649	5
CEBPB	-27371	242134	0	1503	H3K4me3	6940	7799	5
CEBPB	-27371	242134	0	1503	H3K4me3	15640	18049	6
CEBPB	-27371	242134	0	1503	H3K27me3	16290	18049	6
CEBPB	-27371	242134	0	1503	H3K4me3	21670	22599	7
CEBPB	-27371	242134	0	1503	H3K27me3	21840	22599	7
CEBPB	-27371	242134	0	1503	H3K27me3	26090	26749	8
CEBPB	-27371	242134	0	1503	H3K4me3	26090	27499	8
CEBPB	-27371	242134	0	1503	H3K27me3	29790	30799	9
CEBPB	-27371	242134	0	1503	H3K4me3	29790	30799	9
CEBPB	-27371	242134	0	1503	H3K4me3	32640	33699	10
CEBPB	-27371	242134	0	1503	H3K27me3	32690	33699	10
CEBPB	-27371	242134	0	1503	H3K27me3	37740	38749	11
CEBPB	-27371	242134	0	1503	H3K4me3	37740	38749	11
CEBPB	-27371	242134	0	1503	H3K27me3	41070	41749	12
CEBPB	-27371	242134	0	1503	H3K4me3	41260	42649	12
CEBPB	-27371	242134	0	1503	H3K27me3	52530	53249	13
CEBPB	-27371	242134	0	1503	H3K4me3	52530	53249	13
CEBPB	-27371	242134	0	1503	H3K27me3	58040	59149	14
CEBPB	-27371	242134	0	1503	H3K4me3	58090	59549	14
CEBPB	-27371	242134	0	1503	H3K27me3	63540	64599	15
CEBPB	-27371	242134	0	1503	H3K4me3	63540	64599	15
CEBPB	-27371	242134	0	1503	H3K4me3	65290	66349	16
CEBPB	-27371	242134	0	1503	H3K27me3	65520	66349	16
CEBPB	-27371	242134	0	1503	H3K27me3	66940	67549	17
CEBPB	-27371	242134	0	1503	H3K4me3	66940	67549	17
CEBPB	-27371	242134	0	1503	H3K27me3	71550	73299	18
CEBPB	-27371	242134	0	1503	H3K4me3	71550	73299	18
CEBPB	-27371	242134	0	1503	H3K27me3	80320	81649	19
CEBPB	-27371	242134	0	1503	H3K4me3	80320	81599	19
CEBPB	-27371	242134	0	1503	H3K27me3	84740	85499	20
CEBPB	-27371	242134	0	1503	H3K4me3	84840	86649	20
CEBPB	-27371	242134	0	1503	H3K27me3	88290	89199	21
CEBPB	-27371	242134	0	1503	H3K4me3	88290	89199	21
CEBPB	-27371	242134	0	1503	H3K27me3	100590	101799	22
CEBPB	-27371	242134	0	1503	H3K4me3	100640	101799	22
CEBPB	-27371	242134	0	1503	H3K4me3	117340	118749	23
CEBPB	-27371	242134	0	1503	H3K27me3	117390	118799	23
CEBPB	-27371	242134	0	1503	H3K27me3	122290	123399	24
CEBPB	-27371	242134	0	1503	H3K4me3	122290	123399	24
CEBPB	-27371	242134	0	1503	H3K4me3	125840	127349	25
CEBPB	-27371	242134	0	1503	H3K27me3	126640	127649	25
CEBPB	-27371	242134	0	1503	H3K27me3	128090	128849	26
CEBPB	-27371	242134	0	1503	H3K4me3	128090	128999	26
CEBPB	-27371	242134	0	1503	H3K27me3	141770	142499	27
CEBPB	-27371	242134	0	1503	H3K4me3	141770	142949	27
CEBPB	-27371	242134	0	1503	H3K27me3	159340	160149	28
CEBPB	-27371	242134	0	1503	H3K4me3	159340	160099	28
CEBPB	-27371	242134	0	1503	H3K27me3	162620	164449	29
CEBPB	-27371	242134	0	1503	H3K4me3	162620	164149	29
CEBPB	-27371	242134	0	1503	H3K27me3	171690	172449	30
CEBPB	-27371	242134	0	1503	H3K4me3	171790	172899	30
CEBPB	-27371	242134	0	1503	H3K27me3	177340	178099	31
CEBPB	-27371	242134	0	1503	H3K4me3	177340	178099	31
CEBPB	-27371	242134	0	1503	H3K27me3	180340	181299	32
CEBPB	-27371	242134	0	1503	H3K4me3	180340	181499	32
CEBPB	-27371	242134	0	1503	H3K27me3	182690	183549	33
CEBPB	-27371	242134	0	1503	H3K4me3	183240	183899	33
CEBPB	-27371	242134	0	1503	H3K27me3	200840	201699	34
CEBPB	-27371	242134	0	1503	H3K4me3	200840	201699	34
CLK3	-24636	15697	0	15149	H3K27me3	-10463	-9084	1
CLK3	-24636	15697	0	15149	H3K4me3	-10463	-9834	1
CLK3	-24636	15697	0	15149	H3K27me3	-6293	-5234	2
CLK3	-24636	15697	0	15149	H3K4me3	-5893	-5034	2
CLK3	-24636	15697	0	15149	H3K4me3	-993	1916	3
CLK3	-24636	15697	0	15149	H3K27me3	-163	466	3
CNN2	-4270	9015	0	6800	H3K4me3	-629	1720	1
CNN2	-4270	9015	0	6800	H3K27me3	1011	1720	1
CREB1	-411415	73676	0	71744	H3K27me3	-411194	-410565	1
CREB1	-411415	73676	0	71744	H3K4me3	-411194	-410215	1
CSPG4	-13197	52040	0	33975	H3K27me3	-1066	-357	1
CSPG4	-13197	52040	0	33975	H3K4me3	-1066	993	1
CSPG4	-13197	52040	0	33975	H3K27me3	1784	3393	2
CSPG4	-13197	52040	0	33975	H3K4me3	1784	3393	2
CSPG4	-13197	52040	0	33975	H3K27me3	19674	20393	3
CSPG4	-13197	52040	0	33975	H3K4me3	19674	20543	3
CSPG4	-13197	52040	0	33975	H3K4me3	27084	28093	4
CSPG4	-13197	52040	0	33975	H3K27me3	27234	27993	4
CTNNB1	-155719	140196	0	27032	H3K27me3	-107748	-106929	1
CTNNB1	-155719	140196	0	27032	H3K4me3	-107748	-106929	1
CTNNB1	-155719	140196	0	27032	H3K27me3	54662	55721	2
CTNNB1	-155719	140196	0	27032	H3K4me3	54662	55721	2
CTNNB1	-155719	140196	0	27032	H3K27me3	90512	91171	3
CTNNB1	-155719	140196	0	27032	H3K4me3	90512	91171	3
CTSL	-62247	57596	0	7092	H3K4me3	-664	5	1
CTSL	-62247	57596	0	7092	H3K27me3	-454	605	1
CXCR4	-616480	174961	0	4100	H3K27me3	-211439	-210640	1
CXCR4	-616480	174961	0	4100	H3K4me3	-211439	-210640	1
CXCR4	-616480	174961	0	4100	H3K27me3	-120939	-120250	2
CXCR4	-616480	174961	0	4100	H3K4me3	-120939	-120250	2
CXCR4	-616480	174961	0	4100	H3K4me3	-339	1570	3
CXCR4	-616480	174961	0	4100	H3K27me3	711	1570	3
DAZL	-215818	64877	0	14198	H3K27me3	-6793	-6134	1
DAZL	-215818	64877	0	14198	H3K4me3	-6793	-6134	1
DDIT3	-2039	32917	0	5476	H3K4me3	2242	3151	1
DDIT3	-2039	32917	0	5476	H3K27me3	2492	3151	1
DES	-42707	14953	0	7372	H3K27me3	-16296	-14907	1
DES	-42707	14953	0	7372	H3K4me3	-16296	-14387	1
DES	-42707	14953	0	7372	H3K27me3	-11516	-10657	2
DES	-42707	14953	0	7372	H3K4me3	-11356	-10407	2
DES	-42707	14953	0	7372	H3K4me3	-1526	-707	3
DES	-42707	14953	0	7372	H3K27me3	-1366	-707	3
DES	-42707	14953	0	7372	H3K4me3	6084	7643	4
DES	-42707	14953	0	7372	H3K27me3	6384	7643	4
DES	-42707	14953	0	7372	H3K27me3	14134	14943	5
DES	-42707	14953	0	7372	H3K4me3	14184	14943	5
DNMT3B	-16723	47198	0	38273	H3K27me3	168	1027	1
DNMT3B	-16723	47198	0	38273	H3K4me3	168	1627	1
DNMT3B	-16723	47198	0	38273	H3K27me3	46418	47177	2
DNMT3B	-16723	47198	0	38273	H3K4me3	46418	47177	2
DYRK1A	-85017	137223	0	80931	H3K27me3	-85006	-84257	1
DYRK1A	-85017	137223	0	80931	H3K4me3	-85006	-84257	1
DYRK1A	-85017	137223	0	80931	H3K27me3	-42016	-41407	2
DYRK1A	-85017	137223	0	80931	H3K4me3	-42016	-41407	2
DYRK1A	-85017	137223	0	80931	H3K27me3	-40876	-40207	3
DYRK1A	-85017	137223	0	80931	H3K4me3	-40876	-40107	3
E2F1	-17192	19802	0	10213	H3K27me3	-8128	-7069	1
E2F1	-17192	19802	0	10213	H3K4me3	-8078	-7119	1
E2F1	-17192	19802	0	10213	H3K27me3	8272	9331	2
E2F1	-17192	19802	0	10213	H3K4me3	8272	9331	2
E2F2	-27007	34030	0	22320	H3K4me3	386	1355	1
E2F2	-27007	34030	0	22320	H3K27me3	646	1355	1
E2F2	-27007	34030	0	22320	H3K27me3	3896	5705	2
E2F2	-27007	34030	0	22320	H3K4me3	3896	5805	2
E2F2	-27007	34030	0	22320	H3K27me3	20016	20955	3
E2F2	-27007	34030	0	22320	H3K4me3	20016	20955	3
E2F4	-1565	7946	0	7707	H3K4me3	-404	1605	1
E2F4	-1565	7946	0	7707	H3K27me3	946	1705	1
ENAH	-104770	177648	0	115535	H3K27me3	97348	98447	1
ENAH	-104770	177648	0	115535	H3K4me3	97348	98447	1
ENAH	-104770	177648	0	115535	H3K27me3	131798	132577	2
ENAH	-104770	177648	0	115535	H3K4me3	131798	132577	2
ENG	-11543	36014	0	35523	H3K27me3	7990	8749	1
ENG	-11543	36014	0	35523	H3K4me3	7990	8749	1
ENG	-11543	36014	0	35523	H3K4me3	14840	16049	2
ENG	-11543	36014	0	35523	H3K27me3	15240	16049	2
ENG	-11543	36014	0	35523	H3K4me3	33120	33949	3
ENG	-11543	36014	0	35523	H3K27me3	33330	33949	3
ESRRB	-69749	317583	0	160505	H3K27me3	72092	72751	1
ESRRB	-69749	317583	0	160505	H3K4me3	72092	72701	1
ESRRB	-69749	317583	0	160505	H3K27me3	144202	145601	2
ESRRB	-69749	317583	0	160505	H3K4me3	144202	145601	2
FBLN2	-38081	151219	0	59776	H3K27me3	-32560	-31841	1
FBLN2	-38081	151219	0	59776	H3K4me3	-32560	-31841	1
FBLN2	-38081	151219	0	59776	H3K27me3	-17330	-16141	2
FBLN2	-38081	151219	0	59776	H3K4me3	-17330	-16141	2
FBLN2	-38081	151219	0	59776	H3K27me3	-12950	-11591	3
FBLN2	-38081	151219	0	59776	H3K4me3	-12950	-11591	3
FBLN2	-38081	151219	0	59776	H3K4me3	-4000	-3191	4
FBLN2	-38081	151219	0	59776	H3K27me3	-3950	-3291	4
FBLN2	-38081	151219	0	59776	H3K27me3	15970	16609	5
FBLN2	-38081	151219	0	59776	H3K4me3	16000	16859	5
FBLN2	-38081	151219	0	59776	H3K27me3	19220	20009	6
FBLN2	-38081	151219	0	59776	H3K4me3	19220	21509	6
FER1L3	-11512	342041	0	144541	H3K27me3	13151	13960	1
FER1L3	-11512	342041	0	144541	H3K4me3	13151	14100	1
FER1L3	-11512	342041	0	144541	H3K27me3	206101	206910	2
FER1L3	-11512	342041	0	144541	H3K4me3	206101	206910	2
FGF4	-18398	35146	0	3857	H3K27me3	-15387	-14348	1
FGF4	-18398	35146	0	3857	H3K4me3	-15087	-14348	1
FGF4	-18398	35146	0	3857	H3K27me3	-11837	-10928	2
FGF4	-18398	35146	0	3857	H3K4me3	-11537	-10928	2
FGF4	-18398	35146	0	3857	H3K27me3	-6187	-5578	3
FGF4	-18398	35146	0	3857	H3K4me3	-6187	-5578	3
FGF4	-18398	35146	0	3857	H3K27me3	33863	35122	4
FGF4	-18398	35146	0	3857	H3K4me3	34013	35122	4
FGFR1	-62840	72888	0	56942	H3K27me3	-30739	-30130	1
FGFR1	-62840	72888	0	56942	H3K4me3	-30429	-29780	1
FGFR1	-62840	72888	0	56942	H3K27me3	36001	37170	2
FGFR1	-62840	72888	0	56942	H3K4me3	36001	37270	2
FGFR2	-124685	277652	0	104357	H3K4me3	-66988	-65829	1
FGFR2	-124685	277652	0	104357	H3K27me3	-66838	-65829	1
FGFR2	-124685	277652	0	104357	H3K27me3	-59238	-57979	2
FGFR2	-124685	277652	0	104357	H3K4me3	-59188	-57979	2
FGFR2	-124685	277652	0	104357	H3K27me3	-41088	-40329	3
FGFR2	-124685	277652	0	104357	H3K4me3	-41088	-40379	3
FHL1	-69894	66166	0	61559	H3K27me3	-41873	-41154	1
FHL1	-69894	66166	0	61559	H3K4me3	-41873	-41204	1
FHL1	-69894	66166	0	61559	H3K27me3	-10853	-10104	2
FHL1	-69894	66166	0	61559	H3K4me3	-10853	-10104	2
FHL1	-69894	66166	0	61559	H3K27me3	21487	22096	3
FHL1	-69894	66166	0	61559	H3K4me3	21487	22096	3
FKBP9	-51768	50328	0	47281	H3K27me3	-21917	-21218	1
FKBP9	-51768	50328	0	47281	H3K4me3	-21917	-21218	1
FLT1	-134640	177492	0	163792	H3K4me3	-109598	-108639	1
FLT1	-134640	177492	0	163792	H3K27me3	-109398	-108639	1
FLT1	-134640	177492	0	163792	H3K27me3	-57748	-56689	2
FLT1	-134640	177492	0	163792	H3K4me3	-57748	-56689	2
FLT1	-134640	177492	0	163792	H3K27me3	-27698	-26759	3
FLT1	-134640	177492	0	163792	H3K4me3	-27698	-26909	3
FLT1	-134640	177492	0	163792	H3K27me3	-898	1011	4
FLT1	-134640	177492	0	163792	H3K4me3	-748	1011	4
FN1	-233766	73767	0	67648	H3K27me3	-1073	386	1
FN1	-233766	73767	0	67648	H3K4me3	-1073	916	1
FOXO1	-51365	344387	0	81164	H3K27me3	230596	231265	1
FOXO1	-51365	344387	0	81164	H3K4me3	230596	231265	1
FOXP3	-1278	27410	0	15541	H3K27me3	6333	7042	1
FOXP3	-1278	27410	0	15541	H3K4me3	6333	7092	1
FOXP3	-1278	27410	0	15541	H3K27me3	18823	20192	2
FOXP3	-1278	27410	0	15541	H3K4me3	18823	20392	2
GAB1	-57270	141020	0	116045	H3K4me3	-540	1669	1
GAB1	-57270	141020	0	116045	H3K27me3	-290	1119	1
GADD45B	-11846	18533	0	2113	H3K4me3	8315	9284	1
GADD45B	-11846	18533	0	2113	H3K27me3	8485	9284	1
GADD45B	-11846	18533	0	2113	H3K4me3	10485	11624	2
GADD45B	-11846	18533	0	2113	H3K27me3	10815	11624	2
GATA2	-93364	23600	0	8361	H3K27me3	-90833	-90044	1
GATA2	-93364	23600	0	8361	H3K4me3	-90833	-89944	1
GATA2	-93364	23600	0	8361	H3K27me3	-86063	-84634	2
GATA2	-93364	23600	0	8361	H3K4me3	-86063	-85094	2
GATA2	-93364	23600	0	8361	H3K27me3	-67153	-65794	3
GATA2	-93364	23600	0	8361	H3K4me3	-67153	-65794	3
GATA4	-72485	51735	0	46345	H3K27me3	-51715	-50576	1
GATA4	-72485	51735	0	46345	H3K4me3	-51715	-50576	1
GATA4	-72485	51735	0	46345	H3K27me3	-6965	-6206	2
GATA4	-72485	51735	0	46345	H3K4me3	-6965	-6206	2
GATA4	-72485	51735	0	46345	H3K27me3	50915	51574	3
GATA4	-72485	51735	0	46345	H3K4me3	50915	51574	3
GBX2	-21502	35894	0	3214	H3K4me3	-17066	-16347	1
GBX2	-21502	35894	0	3214	H3K27me3	-17016	-16347	1
GCAT	-416	11012	0	7434	H3K27me3	9665	10314	1
GCAT	-416	11012	0	7434	H3K4me3	9665	10314	1
GFPT2	-115046	52565	0	44424	H3K27me3	-70765	-70126	1
GFPT2	-115046	52565	0	44424	H3K4me3	-70765	-70126	1
GLI2	-361846	368451	0	219558	H3K4me3	-361673	-361014	1
GLI2	-361846	368451	0	219558	H3K27me3	-360573	-359564	1
GLI2	-361846	368451	0	219558	H3K4me3	-360573	-359564	2
GLI2	-361846	368451	0	219558	H3K27me3	-338673	-337684	2
GLI2	-361846	368451	0	219558	H3K4me3	-338673	-337684	3
GLI2	-361846	368451	0	219558	H3K4me3	-252673	-251794	3
GLI2	-361846	368451	0	219558	H3K27me3	-252423	-251814	4
GLI2	-361846	368451	0	219558	H3K27me3	-249173	-248164	4
GLI2	-361846	368451	0	219558	H3K4me3	-249173	-248164	5
GLI2	-361846	368451	0	219558	H3K4me3	-139873	-139164	5
GLI2	-361846	368451	0	219558	H3K27me3	-139673	-139064	6
GLI2	-361846	368451	0	219558	H3K4me3	-137673	-136864	6
GLI2	-361846	368451	0	219558	H3K27me3	-137523	-136864	7
GLI2	-361846	368451	0	219558	H3K27me3	-45223	-43834	7
GLI2	-361846	368451	0	219558	H3K4me3	-45223	-43834	8
GLI2	-361846	368451	0	219558	H3K4me3	-43573	-42914	8
GLI2	-361846	368451	0	219558	H3K27me3	-43523	-42264	9
